Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2692,5086385356,chicos33 (12/20),0,268,C Naz Reid F Derik Queen G Christian Braun PF DeMar DeRozan PG Jalen Suggs SF Nique Clifford SG Tari Eason UTIL LaMelo Ball,,,
2692,5086413284,clmabrey (9/20),0,268,C Karl-Anthony Towns F Kawhi Leonard G Dejounte Murray PF Daeqwon Plowden PG Jalen Suggs SF Mikal Bridges SG Christian Braun UTIL Killian Hayes,,,
2692,5086477557,Aceboogie66,0,268,C Rudy Gobert F Desmond Bane G Killian Hayes PF Evan Mobley PG Coby White SF Brice Sensabaugh SG Anthony Edwards UTIL Tim Hardaway Jr.,,,
2692,5086494687,rrsweeting (4/20),0,268,C Jakob Poeltl F Bennedict Mathurin G Killian Hayes PF Daeqwon Plowden PG Jalen Brunson SF Nique Clifford SG Landry Shamet UTIL Nikola Jokic,,,
2692,5086523823,MotownCats (3/20),0,268,C Karl-Anthony Towns F Bennedict Mathurin G Killian Hayes PF Dean Wade PG Darius Garland SF Desmond Bane SG Trey Murphy III UTIL Precious Achiuwa,,,
2692,5086540084,RRumsfeld (2/2),0,268,C Nikola Jokic F Kyle Filipowski G Killian Hayes PF Daeqwon Plowden PG Jalen Brunson SF Ace Bailey SG Landry Shamet UTIL Isaiah Jackson,,,
2724,5085826922,bryc84,0,267.75,C Nikola Jokic F Nique Clifford G Amen Thompson PF Tristan da Silva PG Jordan Miller SF Mikal Bridges SG Jeremiah Fears UTIL Keon Ellis,,,
2724,5085837576,irene54 (4/20),0,267.75,C Yves Missi F Evan Mobley G Reed Sheppard PF Paolo Banchero PG Darius Garland SF Tristan da Silva SG Killian Hayes UTIL Karl-Anthony Towns,,,
2724,5085887395,FlyBoysGangGreen (1/20),0,267.75,C Maxime Raynaud F DeMar DeRozan G LaMelo Ball PF Daeqwon Plowden PG Jamal Murray SF RJ Barrett SG Kris Dunn UTIL Derrick Jones Jr.,,,
2724,5085894262,tbjones2121 (16/20),0,267.75,C Mitchell Robinson F Kawhi Leonard G Jalen Brunson PF Julius Randle PG Dejounte Murray SF RJ Barrett SG Killian Hayes UTIL Oscar Tshiebwe,,,
2724,5085895193,InsertCleverPhrase (15/20),0,267.75,C Maxime Raynaud F Bennedict Mathurin G Darius Garland PF OG Anunoby PG Killian Hayes SF Brice Sensabaugh SG Landry Shamet UTIL Nikola Jokic,,,
2724,5085898634,ashickerson (7/20),0,267.75,C Nikola Jokic F Patrick Baldwin Jr. G Killian Hayes PF Zion Williamson PG Dejounte Murray SF Daeqwon Plowden SG Landry Shamet UTIL Kawhi Leonard,,,
2724,5086000517,jkoshuta (1/20),0,267.75,C Wendell Carter Jr. F Bennedict Mathurin G Darius Garland PF Zion Williamson PG Jalen Brunson SF Daeqwon Plowden SG Killian Hayes UTIL Karl-Anthony Towns,,,
2724,5086089598,draftmeSFS,0,267.75,C Nikola Jokic F Patrick Baldwin Jr. G Jalen Brunson PF Derrick Jones Jr. PG Killian Hayes SF Kawhi Leonard SG Landry Shamet UTIL Jakob Poeltl,,,
2724,5086117747,BeerGoggleNews (3/20),0,267.75,C Jakob Poeltl F Precious Achiuwa G Killian Hayes PF Tristan da Silva PG Dejounte Murray SF RJ Barrett SG Trey Murphy III UTIL Karl-Anthony Towns,,,
2724,5086130296,bossman4lyfe (2/4),0,267.75,C Karl-Anthony Towns F Kawhi Leonard G Jalen Brunson PF Tristan da Silva PG Darius Garland SF Patrick Baldwin Jr. SG Killian Hayes UTIL Maxime Raynaud,,,
2724,5086131330,IronM1ke53 (18/20),0,267.75,C Wendell Carter Jr. F Brice Sensabaugh G Landry Shamet PF Aaron Gordon PG Killian Hayes SF RJ Barrett SG Trey Murphy III UTIL Nikola Jokic,,,
2724,5086143974,stevecsonka (2/20),0,267.75,C Jakob Poeltl F Kawhi Leonard G Bones Hyland PF Precious Achiuwa PG Killian Hayes SF Bennedict Mathurin SG Landry Shamet UTIL Nikola Jokic,,,
2724,5086155387,runrva84 (19/20),0,267.75,C Jakob Poeltl F Derrick Jones Jr. G Landry Shamet PF Daeqwon Plowden PG Killian Hayes SF Desmond Bane SG Donovan Mitchell UTIL Nikola Jokic,,,
2724,5086159793,Zooloo,0,267.75,C Wendell Carter Jr. F Paolo Banchero G Darius Garland PF Derrick Jones Jr. PG Jamal Murray SF Cody Williams SG Killian Hayes UTIL Karl-Anthony Towns,,,
2724,5086168352,jesyjames (18/20),0,267.75,C Jakob Poeltl F Miles Bridges G Kon Knueppel PF OG Anunoby PG LaMelo Ball SF RJ Barrett SG Nique Clifford UTIL Killian Hayes,,,
2724,5086176839,chicalipete (6/20),0,267.75,C Jakob Poeltl F Bennedict Mathurin G Jalen Brunson PF Miles Bridges PG Dejounte Murray SF Daeqwon Plowden SG Donovan Mitchell UTIL Killian Hayes,,,
2724,5086206288,anishsb21 (13/20),0,267.75,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF Derrick Jones Jr. PG Jalen Brunson SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
2724,5086220231,Williamson1777 (4/20),0,267.75,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF Derrick Jones Jr. PG Jalen Brunson SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
2724,5086222222,RJD15 (6/20),0,267.75,C Karl-Anthony Towns F Kyle Anderson G Jalen Brunson PF Kyle Filipowski PG LaMelo Ball SF Noah Penda SG Jordan Clarkson UTIL Wendell Carter Jr.,,,
2724,5086250335,Michael2522 (2/5),0,267.75,C Jakob Poeltl F Tristan da Silva G Darius Garland PF OG Anunoby PG Jalen Brunson SF Derrick Jones Jr. SG Cody Williams UTIL Karl-Anthony Towns,,,
2724,5086265018,DomingoSalvajeS (6/20),0,267.75,C Nikola Jokic F Kawhi Leonard G Amen Thompson PF Daeqwon Plowden PG Ja'Kobe Walter SF Tristan da Silva SG Killian Hayes UTIL Derrick Jones Jr.,,,
2724,5086265918,DarthJulie,0,267.75,C Karl-Anthony Towns F Paolo Banchero G Landry Shamet PF Tristan da Silva PG Jalen Brunson SF RJ Barrett SG Killian Hayes UTIL Derrick Jones Jr.,,,
2724,5086323833,dbishop999 (7/20),0,267.75,C Jakob Poeltl F Patrick Baldwin Jr. G Landry Shamet PF Derrick Jones Jr. PG Jalen Brunson SF Kawhi Leonard SG Killian Hayes UTIL Nikola Jokic,,,
2724,5086349842,EagleEye3434 (19/20),0,267.75,C Nikola Jokic F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Dejounte Murray SF Mikal Bridges SG Trey Murphy III UTIL Bones Hyland,,,
2724,5086400572,dfieguth (1/3),0,267.75,C Jakob Poeltl F Derrick Jones Jr. G Landry Shamet PF Scottie Barnes PG Dejounte Murray SF Tristan da Silva SG Trey Murphy III UTIL Karl-Anthony Towns,,,
2724,5086405463,bavmarine (18/20),0,267.75,C Nikola Jokic F Mikal Bridges G Landry Shamet PF Sion James PG Trey Murphy III SF RJ Barrett SG Desmond Bane UTIL Killian Hayes,,,
2724,5086405767,snc4562 (1/5),0,267.75,C Karl-Anthony Towns F Daeqwon Plowden G Jose Alvarado PF Julius Randle PG LaMelo Ball SF DeMar DeRozan SG Nique Clifford UTIL Coby White,,,
2724,5086433158,ynot4greg21 (2/20),0,267.75,C Jakob Poeltl F Kawhi Leonard G Dejounte Murray PF Patrick Baldwin Jr. PG James Harden SF RJ Barrett SG Nique Clifford UTIL Killian Hayes,,,
2724,5086434319,fillyfan2002 (3/20),0,267.75,C Jakob Poeltl F Derrick Jones Jr. G Killian Hayes PF Patrick Baldwin Jr. PG Jalen Brunson SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
2724,5086449887,Renegade1962 (5/7),0,267.75,C Karl-Anthony Towns F Derrick Jones Jr. G Cody Williams PF Aaron Gordon PG Darius Garland SF Kawhi Leonard SG Bennedict Mathurin UTIL Tristan da Silva,,,
2724,5086486964,RowdyC19,0,267.75,C Maxime Raynaud F Derrick Jones Jr. G Dejounte Murray PF Saddiq Bey PG Immanuel Quickley SF Tristan da Silva SG Kon Knueppel UTIL Darius Garland,,,
2724,5086498256,snc4562 (2/5),0,267.75,C Karl-Anthony Towns F Daeqwon Plowden G Jose Alvarado PF Julius Randle PG LaMelo Ball SF DeMar DeRozan SG Nique Clifford UTIL Coby White,,,
2756,5085888268,mavngoose (19/20),0,267.5,C Nikola Jokic F Mohamed Diawara G Kris Dunn PF Julius Randle PG Darius Garland SF Kawhi Leonard SG Killian Hayes UTIL Landry Shamet,,,
2756,5086046736,jonytiler (18/20),0,267.5,C Karl-Anthony Towns F Nique Clifford G Darius Garland PF Miles Bridges PG Jalen Brunson SF Daeqwon Plowden SG Killian Hayes UTIL Maxime Raynaud,,,
2756,5086086692,trippnup2 (18/20),0,267.5,C Karl-Anthony Towns F Mikal Bridges G Killian Hayes PF Tristan da Silva PG Trey Murphy III SF Daeqwon Plowden SG Landry Shamet UTIL Nikola Jokic,,,
2756,5086115685,Assy_Mcgee (8/20),0,267.5,C Moussa Diabate F Karlo Matkovic G Jalen Brunson PF Tristan da Silva PG Darius Garland SF Derrick Jones Jr. SG Cody Williams UTIL Nikola Jokic,,,
2756,5086117757,BeerGoggleNews (13/20),0,267.5,C Jakob Poeltl F OG Anunoby G Darius Garland PF Zion Williamson PG Kris Dunn SF Tristan da Silva SG Killian Hayes UTIL Nikola Jokic,,,
2756,5086122799,kraftman11 (2/2),0,267.5,C Nikola Jokic F Daeqwon Plowden G Dejounte Murray PF Kyle Filipowski PG Killian Hayes SF Patrick Baldwin Jr. SG Landry Shamet UTIL Kawhi Leonard,,,
2756,5086138985,zagnuts (4/20),0,267.5,C Karl-Anthony Towns F Daeqwon Plowden G Landry Shamet PF Tristan da Silva PG Killian Hayes SF Mikal Bridges SG Trey Murphy III UTIL Nikola Jokic,,,
2756,5086143976,stevecsonka (4/20),0,267.5,C Jakob Poeltl F Derrick Jones Jr. G LaMelo Ball PF Miles Bridges PG Jalen Brunson SF Daeqwon Plowden SG Killian Hayes UTIL Karl-Anthony Towns,,,
2756,5086150072,mrod2 (9/20),0,267.5,C Karl-Anthony Towns F Kawhi Leonard G Killian Hayes PF Patrick Baldwin Jr. PG Dejounte Murray SF RJ Barrett SG Bones Hyland UTIL Jalen Brunson,,,
2756,5086171415,ballaholick713 (5/20),0,267.5,C Wendell Carter Jr. F Mikal Bridges G Killian Hayes PF Scottie Barnes PG Dejounte Murray SF Tristan da Silva SG Landry Shamet UTIL Nikola Jokic,,,
2756,5086185262,WaveyJones18 (2/20),0,267.5,C Nikola Jokic F Daeqwon Plowden G Dejounte Murray PF Patrick Baldwin Jr. PG Killian Hayes SF Kawhi Leonard SG Landry Shamet UTIL Kyle Filipowski,,,
2756,5086196473,early325 (12/20),0,267.5,C Moritz Wagner F Nique Clifford G Dejounte Murray PF Paolo Banchero PG Immanuel Quickley SF RJ Barrett SG Killian Hayes UTIL Darius Garland,,,
2756,5086221777,schwaby01 (14/20),0,267.5,C Nikola Jokic F Kawhi Leonard G Killian Hayes PF Patrick Baldwin Jr. PG Keyonte George SF Nique Clifford SG Landry Shamet UTIL Christian Braun,,,
2756,5086226212,JakeGrav,0,267.5,C Sandro Mamukelashvili F Kevin Durant G Kon Knueppel PF Jabari Smith Jr. PG Darius Garland SF Tristan da Silva SG Brice Sensabaugh UTIL Dejounte Murray,,,
2756,5086273007,ayt1688 (17/20),0,267.5,C Herbert Jones F Kawhi Leonard G Darius Garland PF Miles Bridges PG Immanuel Quickley SF Daeqwon Plowden SG Killian Hayes UTIL Alperen Sengun,,,
2756,5086290849,cagea65 (4/20),0,267.5,C Karl-Anthony Towns F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Nique Clifford SG Landry Shamet UTIL Jamal Murray,,,
2756,5086314891,EMU15baseball (2/2),0,267.5,C Clint Capela F Kyle Filipowski G Nique Clifford PF Paolo Banchero PG Killian Hayes SF Daeqwon Plowden SG Donovan Mitchell UTIL Dejounte Murray,,,
2756,5086323838,dbishop999 (12/20),0,267.5,C Nikola Jokic F Jabari Smith Jr. G Landry Shamet PF Miles Bridges PG Darius Garland SF Kawhi Leonard SG Killian Hayes UTIL Ryan Kalkbrenner,,,
2756,5086332627,adh4andrew (1/20),0,267.5,C Oscar Tshiebwe F OG Anunoby G Killian Hayes PF Saddiq Bey PG Dejounte Murray SF Tristan da Silva SG Donovan Mitchell UTIL Kawhi Leonard,,,
2756,5086349900,Jumoney50 (18/20),0,267.5,C Nikola Jokic F Tristan da Silva G Jalen Brunson PF Derrick Jones Jr. PG Amen Thompson SF Daeqwon Plowden SG Killian Hayes UTIL Sandro Mamukelashvili,,,
2756,5086361375,StackyVengeance (13/20),0,267.5,C Evan Mobley F Paolo Banchero G Landry Shamet PF Tristan da Silva PG Jalen Suggs SF RJ Barrett SG Trey Murphy III UTIL Killian Hayes,,,
2756,5086368655,manuelthinking (3/20),0,267.5,C Alperen Sengun F Daeqwon Plowden G Killian Hayes PF Zion Williamson PG Jalen Brunson SF Tristan da Silva SG Landry Shamet UTIL Kawhi Leonard,,,
2756,5086377938,HypeBigelow,0,267.5,C Sandro Mamukelashvili F Kawhi Leonard G Anthony Edwards PF Tristan da Silva PG Killian Hayes SF Saddiq Bey SG Landry Shamet UTIL Karl-Anthony Towns,,,
2756,5086417992,raiderrice (1/2),0,267.5,C Rudy Gobert F OG Anunoby G Keon Ellis PF Zion Williamson PG James Harden SF Tristan da Silva SG Desmond Bane UTIL Noah Penda,,,
2756,5086419284,rod288 (11/20),0,267.5,C Nikola Jokic F Kawhi Leonard G Killian Hayes PF OG Anunoby PG Coby White SF Daeqwon Plowden SG Landry Shamet UTIL Bennedict Mathurin,,,
2756,5086422640,steeleyoh,0,267.5,C Moussa Diabate F RJ Barrett G Dejounte Murray PF Derrick Jones Jr. PG Jalen Brunson SF Tristan da Silva SG Kon Knueppel UTIL Jakob Poeltl,,,
2756,5086429880,PackerRock2 (2/4),0,267.5,C Nikola Jokic F Derrick Jones Jr. G Brandon Ingram PF Aaron Gordon PG Killian Hayes SF Tristan da Silva SG Trey Murphy III UTIL Landry Shamet,,,
2756,5086432126,alexanderdon (16/20),0,267.5,C Nikola Jokic F DeMar DeRozan G Killian Hayes PF OG Anunoby PG Jalen Suggs SF RJ Barrett SG Landry Shamet UTIL Daeqwon Plowden,,,
2756,5086434415,dgkb (14/20),0,267.5,C Wendell Carter Jr. F Bennedict Mathurin G Darius Garland PF Miles Bridges PG LaMelo Ball SF Mikal Bridges SG Killian Hayes UTIL Karl-Anthony Towns,,,
2756,5086440195,Raul49,0,267.5,C Nikola Jokic F Kyle Filipowski G Killian Hayes PF Patrick Baldwin Jr. PG Dejounte Murray SF Daeqwon Plowden SG Landry Shamet UTIL Kawhi Leonard,,,
2756,5086473225,Nails86 (2/4),0,267.5,C Nikola Jokic F Naz Reid G Dejounte Murray PF Evan Mobley PG Killian Hayes SF Daeqwon Plowden SG Landry Shamet UTIL Bennedict Mathurin,,,
2756,5086476807,rumrunner72 (5/20),0,267.5,C Nikola Jokic F Mikal Bridges G Kris Dunn PF Derrick Jones Jr. PG Killian Hayes SF RJ Barrett SG Landry Shamet UTIL Kawhi Leonard,,,
2756,5086498715,olivrae1 (12/20),0,267.5,C Nikola Jokic F Miles Bridges G Jordan Miller PF Julius Randle PG Killian Hayes SF Mikal Bridges SG Desmond Bane UTIL Bones Hyland,,,
2756,5086498717,olivrae1 (14/20),0,267.5,C Nikola Jokic F Desmond Bane G Coby White PF Miles Bridges PG Bones Hyland SF Jett Howard SG Landry Shamet UTIL Donovan Mitchell,,,
2756,5086520050,waitandsee4 (7/20),0,267.5,C Jakob Poeltl F Nique Clifford G Bones Hyland PF Derrick Jones Jr. PG LaMelo Ball SF RJ Barrett SG Killian Hayes UTIL Nikola Jokic,,,
2756,5086522926,kushman999 (2/11),0,267.5,C Jakob Poeltl F Miles Bridges G Jalen Brunson PF Jabari Smith Jr. PG Trey Murphy III SF Patrick Baldwin Jr. SG Killian Hayes UTIL Kawhi Leonard,,,
2792,5085838905,jujudadon11 (1/20),0,267.25,C Sandro Mamukelashvili F Aaron Gordon G Brice Sensabaugh PF Saddiq Bey PG Immanuel Quickley SF Desmond Bane SG Trey Murphy III UTIL Derrick Jones Jr.,,,
2792,5085898442,Scottyj316 (13/20),0,267.25,C Karl-Anthony Towns F Daeqwon Plowden G Jalen Suggs PF Zion Williamson PG Jevon Carter SF Kawhi Leonard SG Killian Hayes UTIL Dejounte Murray,,,
2792,5085920518,bglover14 (16/20),0,267.25,C Maxime Raynaud F Precious Achiuwa G Killian Hayes PF Miles Bridges PG Jalen Brunson SF Bennedict Mathurin SG Nique Clifford UTIL Darius Garland,,,
2792,5085921930,Ronfloyd (14/20),0,267.25,C Nikola Jokic F Kawhi Leonard G Killian Hayes PF Sion James PG Dejounte Murray SF Mikal Bridges SG Landry Shamet UTIL Moussa Diabate,,,
2792,5085959895,bledsoe2002 (1/7),0,267.25,C Karl-Anthony Towns F Daeqwon Plowden G Darius Garland PF Tristan da Silva PG Killian Hayes SF RJ Barrett SG Cody Williams UTIL Nikola Jokic,,,
2792,5085996229,LOCNOTM (16/20),0,267.25,C Maxime Raynaud F Miles Bridges G Bennedict Mathurin PF OG Anunoby PG Jevon Carter SF Brice Sensabaugh SG Killian Hayes UTIL Nikola Jokic,,,
2792,5086029973,codydobson4510,0,267.25,C Maxime Raynaud F RJ Barrett G Jalen Brunson PF Naz Reid PG Dejounte Murray SF Tristan da Silva SG Keon Ellis UTIL OG Anunoby,,,
2792,5086037721,shopmiamor_com (15/20),0,267.25,C Nikola Jokic F Derrick Jones Jr. G Killian Hayes PF Daeqwon Plowden PG Jalen Brunson SF RJ Barrett SG Landry Shamet UTIL Darius Garland,,,
2792,5086061846,kreller17 (14/20),0,267.25,C Nikola Jokic F Nique Clifford G Killian Hayes PF Daeqwon Plowden PG Dejounte Murray SF RJ Barrett SG Trey Murphy III UTIL Patrick Baldwin Jr.,,,
2792,5086066112,Da860BULLY (1/2),0,267.25,C Karl-Anthony Towns F Evan Mobley G Sam Merrill PF Saddiq Bey PG Immanuel Quickley SF Tristan da Silva SG Cody Williams UTIL Wendell Carter Jr.,,,
2792,5086069765,Aldo305 (5/18),0,267.25,C Nikola Jokic F Doug McDermott G Killian Hayes PF Tristan da Silva PG Jalen Brunson SF Derrick Jones Jr. SG Landry Shamet UTIL Karl-Anthony Towns,,,
2792,5086094203,bulldog0202 (19/20),0,267.25,C Herbert Jones F Kawhi Leonard G Dejounte Murray PF Zion Williamson PG Jalen Suggs SF Brandon Miller SG Killian Hayes UTIL Jose Alvarado,,,
2792,5086109498,woodreb5 (1/20),0,267.25,C Maxime Raynaud F Nique Clifford G Donovan Mitchell PF Derrick Jones Jr. PG Dejounte Murray SF Mikal Bridges SG Desmond Bane UTIL Killian Hayes,,,
2792,5086143990,stevecsonka (18/20),0,267.25,C Nikola Jokic F Aaron Gordon G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Brice Sensabaugh SG Jett Howard UTIL Derrick Jones Jr.,,,
2792,5086150069,mrod2 (6/20),0,267.25,C Nikola Jokic F Bennedict Mathurin G Killian Hayes PF Tristan da Silva PG Darius Garland SF RJ Barrett SG Bones Hyland UTIL Brandon Miller,,,
2792,5086211174,qshoffner20 (1/3),0,267.25,C Nikola Jokic F Derrick Jones Jr. G Jevon Carter PF Zion Williamson PG Darius Garland SF Tristan da Silva SG Landry Shamet UTIL Kyle Filipowski,,,
2792,5086212002,Dotzism (3/20),0,267.25,C Wendell Carter Jr. F Nique Clifford G Killian Hayes PF Patrick Baldwin Jr. PG Dejounte Murray SF Daeqwon Plowden SG Donovan Mitchell UTIL Nikola Jokic,,,
2792,5086212018,Dotzism (19/20),0,267.25,C Karl-Anthony Towns F Daeqwon Plowden G Dejounte Murray PF Tristan da Silva PG Jalen Suggs SF RJ Barrett SG Killian Hayes UTIL Jalen Brunson,,,
2792,5086217042,antp (16/20),0,267.25,C Jakob Poeltl F Kawhi Leonard G Nique Clifford PF Derrick Jones Jr. PG Darius Garland SF Mikal Bridges SG Jevon Carter UTIL Karl-Anthony Towns,,,
2792,5086248267,2briar (9/20),0,267.25,C Nikola Jokic F Kawhi Leonard G Killian Hayes PF Sion James PG Immanuel Quickley SF Patrick Baldwin Jr. SG Landry Shamet UTIL Jamal Murray,,,
2792,5086269152,Catapult (3/15),0,267.25,C Mitchell Robinson F Dean Wade G Darius Garland PF Evan Mobley PG Amen Thompson SF Tristan da Silva SG Killian Hayes UTIL Nikola Jokic,,,
2792,5086270746,y2kFrog (13/20),0,267.25,C Karl-Anthony Towns F Kawhi Leonard G Killian Hayes PF Daeqwon Plowden PG Dejounte Murray SF RJ Barrett SG Trey Murphy III UTIL Ryan Kalkbrenner,,,
2792,5086294320,kingeugene,0,267.25,C Nikola Jokic F RJ Barrett G Killian Hayes PF Tristan da Silva PG Darius Garland SF Bennedict Mathurin SG Landry Shamet UTIL Zion Williamson,,,
2792,5086305264,benp34 (2/20),0,267.25,C Nikola Jokic F Nique Clifford G Landry Shamet PF Tristan da Silva PG Killian Hayes SF Kevin Durant SG Jevon Carter UTIL LaMelo Ball,,,
2792,5086324617,falstaff64 (11/20),0,267.25,C Maxime Raynaud F Kawhi Leonard G Jalen Brunson PF Patrick Baldwin Jr. PG Jalen Suggs SF Desmond Bane SG Christian Braun UTIL Killian Hayes,,,
2792,5086324626,falstaff64 (20/20),0,267.25,C Karl-Anthony Towns F Nique Clifford G Darius Garland PF Patrick Baldwin Jr. PG Killian Hayes SF Jett Howard SG Trey Murphy III UTIL Nikola Jokic,,,
2792,5086330937,Atb68 (3/5),0,267.25,C Nikola Jokic F RJ Barrett G Jevon Carter PF OG Anunoby PG Jamal Murray SF Tristan da Silva SG Landry Shamet UTIL Mitchell Robinson,,,
2792,5086332720,mjscott8824 (13/20),0,267.25,C Karl-Anthony Towns F RJ Barrett G Dejounte Murray PF Daeqwon Plowden PG Jalen Suggs SF Tristan da Silva SG Killian Hayes UTIL Jalen Brunson,,,
2792,5086370950,ig2437,0,267.25,C Karl-Anthony Towns F Mohamed Diawara G Landry Shamet PF Evan Mobley PG Darius Garland SF Derrick Jones Jr. SG Killian Hayes UTIL Nikola Jokic,,,
2792,5086411057,Dr_Henry_Pride (6/20),0,267.25,C Jakob Poeltl F RJ Barrett G Darius Garland PF Miles Bridges PG James Harden SF Tristan da Silva SG Killian Hayes UTIL Karl-Anthony Towns,,,
2792,5086411063,Dr_Henry_Pride (12/20),0,267.25,C Maxime Raynaud F Kawhi Leonard G Killian Hayes PF Zion Williamson PG Dejounte Murray SF RJ Barrett SG Bennedict Mathurin UTIL Isaiah Jackson,,,
2792,5086454160,Heating_101 (2/2),0,267.25,C Karl-Anthony Towns F Daeqwon Plowden G Cody Williams PF Tristan da Silva PG Darius Garland SF RJ Barrett SG Killian Hayes UTIL Nikola Jokic,,,
2792,5086476818,rumrunner72 (16/20),0,267.25,C Jakob Poeltl F Kawhi Leonard G Landry Shamet PF Scottie Barnes PG Killian Hayes SF Tristan da Silva SG Donovan Mitchell UTIL Darius Garland,,,
2792,5086500051,captscarlet (14/20),0,267.25,C Moussa Diabate F Kawhi Leonard G Landry Shamet PF Daeqwon Plowden PG Jalen Brunson SF RJ Barrett SG Brandon Ingram UTIL Killian Hayes,,,
2792,5086530890,dgotti30 (1/2),0,267.25,C Nikola Jokic F Brandon Miller G Ja'Kobe Walter PF Kyle Anderson PG Jose Alvarado SF Kawhi Leonard SG Kon Knueppel UTIL Josh Okogie,,,
2792,5086540171,Reddes10,0,267.25,C Nikola Jokic F RJ Barrett G Bones Hyland PF Sion James PG Jalen Brunson SF Brandon Miller SG Killian Hayes UTIL Tristan da Silva,,,
2828,5085863077,forgottenowl100 (2/9),0,267,C Sandro Mamukelashvili F Tristan da Silva G Landry Shamet PF Kyle Filipowski PG Jalen Brunson SF Brandon Miller SG Kon Knueppel UTIL Wendell Carter Jr.,,,
2828,5085950828,dakokomo,0,267,C Moussa Diabate F Naz Reid G Nique Clifford PF Jabari Smith Jr. PG Jalen Brunson SF Tristan da Silva SG Brandon Ingram UTIL Derrick Jones Jr.,,,
2828,5085958175,joehalac (5/20),0,267,C Jakob Poeltl F Bennedict Mathurin G Killian Hayes PF Ace Bailey PG Jalen Brunson SF RJ Barrett SG Landry Shamet UTIL Kawhi Leonard,,,
2828,5085958186,joehalac (16/20),0,267,C Jakob Poeltl F Bennedict Mathurin G Landry Shamet PF DeMar DeRozan PG Jalen Brunson SF RJ Barrett SG Donovan Mitchell UTIL Killian Hayes,,,
2828,5085960661,dockman12600 (19/20),0,267,C Karl-Anthony Towns F Kawhi Leonard G Darius Garland PF Patrick Baldwin Jr. PG Dejounte Murray SF Nique Clifford SG Killian Hayes UTIL Maxime Raynaud,,,
2828,5085965101,JLR1985 (13/20),0,267,C Jakob Poeltl F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG LaMelo Ball SF Nique Clifford SG Landry Shamet UTIL Nikola Jokic,,,
2828,5085975234,Satch65 (11/20),0,267,C Nikola Jokic F Daeqwon Plowden G Killian Hayes PF Zion Williamson PG Jalen Brunson SF Cody Williams SG Landry Shamet UTIL Darius Garland,,,
2828,5085994990,npal09 (9/20),0,267,C Nikola Jokic F Kawhi Leonard G Darius Garland PF OG Anunoby PG Killian Hayes SF Daeqwon Plowden SG Landry Shamet UTIL Brook Lopez,,,
2828,5086013258,Taker1977 (17/20),0,267,C Mitchell Robinson F Kawhi Leonard G Killian Hayes PF Patrick Baldwin Jr. PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
2828,5086017421,Bergweiser (1/20),0,267,C Maxime Raynaud F Derrick Jones Jr. G Bennedict Mathurin PF Daeqwon Plowden PG Killian Hayes SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
2828,5086023344,thegunnard (1/3),0,267,C Sandro Mamukelashvili F OG Anunoby G Kon Knueppel PF Jabari Smith Jr. PG LaMelo Ball SF Tristan da Silva SG Bennedict Mathurin UTIL Darius Garland,,,
2828,5086037720,shopmiamor_com (14/20),0,267,C Nikola Jokic F Bennedict Mathurin G Killian Hayes PF Daeqwon Plowden PG Trey Murphy III SF RJ Barrett SG Landry Shamet UTIL Darius Garland,,,
2828,5086069809,Aldo305 (7/18),0,267,C Nikola Jokic F Noah Penda G Killian Hayes PF Tristan da Silva PG Jalen Brunson SF Derrick Jones Jr. SG Landry Shamet UTIL Karl-Anthony Towns,,,
2828,5086083496,nrivera2001 (13/20),0,267,C Karl-Anthony Towns F Bennedict Mathurin G Dejounte Murray PF Daeqwon Plowden PG Jevon Carter SF Brandon Miller SG Nique Clifford UTIL Darius Garland,,,
2828,5086089765,foutah,0,267,C Nikola Jokic F Derrick Jones Jr. G Landry Shamet PF Dean Wade PG Jalen Brunson SF Cody Williams SG Kon Knueppel UTIL Wendell Carter Jr.,,,
2828,5086093294,Mdumblewski (6/20),0,267,C Nikola Jokic F Daeqwon Plowden G Killian Hayes PF Zion Williamson PG Jalen Brunson SF Tristan da Silva SG Nique Clifford UTIL Ryan Kalkbrenner,,,
2828,5086097114,Jbjafarian (19/20),0,267,C Karl-Anthony Towns F Mikal Bridges G Dejounte Murray PF OG Anunoby PG Jalen Suggs SF Tristan da Silva SG Trey Murphy III UTIL Killian Hayes,,,
2828,5086117746,BeerGoggleNews (2/20),0,267,C Jakob Poeltl F Derrick Jones Jr. G LaMelo Ball PF OG Anunoby PG Jamal Murray SF Tristan da Silva SG Killian Hayes UTIL Karl-Anthony Towns,,,
