Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6645,5086310953,jetty76 (6/20),0,247.5,C Wendell Carter Jr. F Kevin Durant G Dejounte Murray PF Patrick Baldwin Jr. PG Jalen Suggs SF Tristan da Silva SG Killian Hayes UTIL Nikola Jokic,,,
6645,5086350226,younggunna28x (11/20),0,247.5,C Brook Lopez F Cameron Johnson G Nique Clifford PF Aaron Gordon PG Killian Hayes SF Kawhi Leonard SG Anthony Edwards UTIL Tari Eason,,,
6645,5086350235,younggunna28x (20/20),0,247.5,C Brook Lopez F Mikal Bridges G Trey Murphy III PF Saddiq Bey PG Dejounte Murray SF Kawhi Leonard SG Killian Hayes UTIL Jakob Poeltl,,,
6645,5086353374,mill1270 (2/10),0,247.5,C Moussa Diabate F Kevin Durant G Darius Garland PF Tristan da Silva PG Amen Thompson SF Cody Williams SG Desmond Bane UTIL Derrick Jones Jr.,,,
6645,5086354665,loanshark50,0,247.5,C Nikola Jokic F RJ Barrett G Ja'Kobe Walter PF OG Anunoby PG Jalen Suggs SF Tristan da Silva SG Landry Shamet UTIL Darius Garland,,,
6645,5086384741,kevinbrad06 (12/20),0,247.5,C Nikola Jokic F Mikal Bridges G Landry Shamet PF Jabari Smith Jr. PG Killian Hayes SF Daeqwon Plowden SG Brandon Ingram UTIL Darius Garland,,,
6645,5086422077,static650 (1/7),0,247.5,C Nikola Jokic F RJ Barrett G Ja'Kobe Walter PF OG Anunoby PG Jalen Suggs SF Tristan da Silva SG Landry Shamet UTIL Darius Garland,,,
6645,5086432122,alexanderdon (12/20),0,247.5,C Nikola Jokic F Mikal Bridges G Landry Shamet PF OG Anunoby PG Killian Hayes SF RJ Barrett SG Brice Sensabaugh UTIL Moussa Diabate,,,
6645,5086433576,webdever (8/20),0,247.5,C Brook Lopez F Derrick Jones Jr. G Brandon Ingram PF Julius Randle PG Killian Hayes SF Kawhi Leonard SG Jevon Carter UTIL Jamal Murray,,,
6645,5086452443,budawuda (3/6),0,247.5,C Nikola Jokic F Derrick Jones Jr. G Dejounte Murray PF Tristan da Silva PG Jordan Poole SF Cody Williams SG Ja'Kobe Walter UTIL Anthony Edwards,,,
6645,5086470047,cnote6 (13/16),0,247.5,C Maxime Raynaud F Jaylon Tyson G Sam Merrill PF Paolo Banchero PG Jalen Suggs SF Tristan da Silva SG Desmond Bane UTIL Wendell Carter Jr.,,,
6645,5086491326,styval (9/20),0,247.5,C Jakob Poeltl F Brandon Miller G Killian Hayes PF Derrick Jones Jr. PG Jalen Brunson SF RJ Barrett SG Landry Shamet UTIL Anthony Edwards,,,
6645,5086501646,danielhamil,0,247.5,C Herbert Jones F Zion Williamson G Jalen Suggs PF Derrick Jones Jr. PG Jalen Brunson SF Nique Clifford SG Reed Sheppard UTIL Sam Merrill,,,
6645,5086509543,dscottd (1/2),0,247.5,C Nikola Jokic F Evan Mobley G Jamal Murray PF Derik Queen PG Killian Hayes SF Tristan da Silva SG Cody Williams UTIL Blake Hinson,,,
6645,5086514138,texastufsob,0,247.5,C Wendell Carter Jr. F OG Anunoby G Killian Hayes PF Zion Williamson PG Darius Garland SF RJ Barrett SG Tari Eason UTIL Karl-Anthony Towns,,,
6645,5086520612,ibeetcancer (10/11),0,247.5,C Jakob Poeltl F Scottie Barnes G Trey Murphy III PF Derrick Jones Jr. PG Killian Hayes SF Cody Williams SG Kon Knueppel UTIL Karl-Anthony Towns,,,
6645,5086540646,handsondeck420 (2/2),0,247.5,C Precious Achiuwa F OG Anunoby G Killian Hayes PF Naz Reid PG LaMelo Ball SF Mikal Bridges SG Brandon Ingram UTIL Christian Braun,,,
6687,5085790903,kano1477 (1/8),0,247.25,C Brook Lopez F Zion Williamson G Reed Sheppard PF Derrick Jones Jr. PG James Harden SF Nique Clifford SG Cody Williams UTIL Dejounte Murray,,,
6687,5085855738,TIMMYty1,0,247.25,C Maxime Raynaud F Derrick Jones Jr. G Trey Murphy III PF Tristan da Silva PG Darius Garland SF Bennedict Mathurin SG Reed Sheppard UTIL Amen Thompson,,,
6687,5085916511,okelly36 (12/12),0,247.25,C Nikola Jokic F Patrick Baldwin Jr. G Darius Garland PF Zion Williamson PG Dejounte Murray SF RJ Barrett SG Killian Hayes UTIL Daeqwon Plowden,,,
6687,5085929474,kevo5454 (11/20),0,247.25,C Nikola Jokic F Miles Bridges G Darius Garland PF Scottie Barnes PG Killian Hayes SF Daeqwon Plowden SG Landry Shamet UTIL Mikal Bridges,,,
6687,5085933312,goofybh207 (16/20),0,247.25,C Evan Mobley F Brandon Miller G Immanuel Quickley PF Miles Bridges PG Jalen Suggs SF Saddiq Bey SG Landry Shamet UTIL Killian Hayes,,,
6687,5085948631,ctreeni,0,247.25,C Nikola Jokic F Kawhi Leonard G Nique Clifford PF Patrick Baldwin Jr. PG Killian Hayes SF Mikal Bridges SG Landry Shamet UTIL Maxime Raynaud,,,
6687,5085959792,Tarheels3 (20/20),0,247.25,C Jakob Poeltl F Patrick Baldwin Jr. G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
6687,5085965107,JLR1985 (19/20),0,247.25,C Jakob Poeltl F Nique Clifford G Darius Garland PF Daeqwon Plowden PG Jalen Suggs SF Mikal Bridges SG Killian Hayes UTIL Nikola Jokic,,,
6687,5085966619,Zmerz (20/20),0,247.25,C Moussa Diabate F Bennedict Mathurin G Jalen Brunson PF Daeqwon Plowden PG Dejounte Murray SF RJ Barrett SG Jeremiah Fears UTIL Darius Garland,,,
6687,5085966875,CMSM55 (8/20),0,247.25,C Karl-Anthony Towns F Cody Williams G Killian Hayes PF Evan Mobley PG Jeremiah Fears SF Daeqwon Plowden SG Landry Shamet UTIL Nikola Jokic,,,
6687,5085978145,kozy6813 (3/20),0,247.25,C Jakob Poeltl F Kawhi Leonard G Darius Garland PF Daeqwon Plowden PG Jalen Suggs SF Mikal Bridges SG Killian Hayes UTIL Karl-Anthony Towns,,,
6687,5085993919,PLGMARCO (12/20),0,247.25,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
6687,5085998340,ttillie (16/20),0,247.25,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086013255,Taker1977 (14/20),0,247.25,C Nikola Jokic F Patrick Baldwin Jr. G Donovan Mitchell PF Daeqwon Plowden PG Killian Hayes SF RJ Barrett SG Desmond Bane UTIL Landry Shamet,,,
6687,5086053638,thatwasit (11/20),0,247.25,C Karl-Anthony Towns F Cody Williams G Darius Garland PF Saddiq Bey PG Jalen Brunson SF Bennedict Mathurin SG Jeremiah Fears UTIL Mitchell Robinson,,,
6687,5086071570,hardhatman (9/20),0,247.25,C Nikola Jokic F Bennedict Mathurin G Landry Shamet PF Daeqwon Plowden PG Jevon Carter SF Brandon Miller SG Donovan Mitchell UTIL Killian Hayes,,,
6687,5086117762,BeerGoggleNews (18/20),0,247.25,C Jakob Poeltl F Mikal Bridges G Killian Hayes PF OG Anunoby PG Trey Murphy III SF RJ Barrett SG Brandon Ingram UTIL Darius Garland,,,
6687,5086136675,mrhands17 (7/20),0,247.25,C Jakob Poeltl F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086138983,zagnuts (2/20),0,247.25,C Jakob Poeltl F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086143484,Bl33dGr33n345 (19/20),0,247.25,C Maxime Raynaud F DeMar DeRozan G Bones Hyland PF Patrick Baldwin Jr. PG Killian Hayes SF Kawhi Leonard SG Anthony Edwards UTIL Alperen Sengun,,,
6687,5086143686,patkingpin (20/20),0,247.25,C Maxime Raynaud F RJ Barrett G Darius Garland PF Evan Mobley PG Jalen Suggs SF Daeqwon Plowden SG Coby White UTIL DeMar DeRozan,,,
6687,5086143980,stevecsonka (8/20),0,247.25,C Nikola Jokic F Daeqwon Plowden G Darius Garland PF Zion Williamson PG Dejounte Murray SF RJ Barrett SG Killian Hayes UTIL Patrick Baldwin Jr.,,,
6687,5086143987,stevecsonka (15/20),0,247.25,C Nikola Jokic F RJ Barrett G Darius Garland PF OG Anunoby PG Killian Hayes SF Jett Howard SG Bennedict Mathurin UTIL Mikal Bridges,,,
6687,5086147406,AMayberry23 (17/20),0,247.25,C Jakob Poeltl F Patrick Baldwin Jr. G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086155377,runrva84 (9/20),0,247.25,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086155646,JMula24 (20/20),0,247.25,C Nikola Jokic F Bennedict Mathurin G Landry Shamet PF Daeqwon Plowden PG Jevon Carter SF Brandon Miller SG Donovan Mitchell UTIL Killian Hayes,,,
6687,5086166911,dfwtsx08 (11/20),0,247.25,C Jakob Poeltl F Patrick Baldwin Jr. G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086168340,jesyjames (6/20),0,247.25,C Jakob Poeltl F Bennedict Mathurin G Killian Hayes PF Scottie Barnes PG Jamal Murray SF Daeqwon Plowden SG Trey Murphy III UTIL Darius Garland,,,
6687,5086170030,rwsmart83 (2/20),0,247.25,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086185274,WaveyJones18 (14/20),0,247.25,C Nikola Jokic F RJ Barrett G Jalen Brunson PF Patrick Baldwin Jr. PG Killian Hayes SF Kawhi Leonard SG Landry Shamet UTIL Ryan Kalkbrenner,,,
6687,5086185275,WaveyJones18 (15/20),0,247.25,C Nikola Jokic F OG Anunoby G Jalen Suggs PF Patrick Baldwin Jr. PG Killian Hayes SF Kawhi Leonard SG Landry Shamet UTIL Jakob Poeltl,,,
6687,5086206282,anishsb21 (7/20),0,247.25,C Jakob Poeltl F Patrick Baldwin Jr. G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086212003,Dotzism (4/20),0,247.25,C Jakob Poeltl F Patrick Baldwin Jr. G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086244603,Ocin_D_Clown (9/20),0,247.25,C Ryan Kalkbrenner F Kawhi Leonard G Killian Hayes PF Patrick Baldwin Jr. PG Jalen Brunson SF RJ Barrett SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086262906,jdmarc (9/20),0,247.25,C Jakob Poeltl F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086262913,jdmarc (16/20),0,247.25,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Patrick Baldwin Jr. SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086266160,D.WHITE85,0,247.25,C Sandro Mamukelashvili F Tristan da Silva G Jeremiah Fears PF Scottie Barnes PG Trey Murphy III SF RJ Barrett SG Brandon Ingram UTIL Derrick Jones Jr.,,,
6687,5086271973,DJsPath23 (7/10),0,247.25,C Wendell Carter Jr. F Julius Randle G Christian Braun PF Paolo Banchero PG Killian Hayes SF Dean Wade SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086285735,grump65 (9/20),0,247.25,C Nikola Jokic F Brandon Miller G Killian Hayes PF Daeqwon Plowden PG Ja'Kobe Walter SF Mikal Bridges SG Landry Shamet UTIL Kawhi Leonard,,,
6687,5086312598,lawboss86 (1/5),0,247.25,C Sandro Mamukelashvili F Tristan da Silva G Jalen Brunson PF Paolo Banchero PG LaMelo Ball SF Mikal Bridges SG Ja'Kobe Walter UTIL Sam Merrill,,,
6687,5086315062,Kmamba96 (1/5),0,247.25,C Maxime Raynaud F Bennedict Mathurin G Landry Shamet PF OG Anunoby PG Jalen Suggs SF Brandon Miller SG Trey Murphy III UTIL Tristan da Silva,,,
6687,5086319149,Zaners04,0,247.25,C Nikola Jokic F Zion Williamson G Landry Shamet PF Dean Wade PG LaMelo Ball SF Bennedict Mathurin SG Cody Williams UTIL Thomas Bryant,,,
6687,5086343306,fronald80 (4/4),0,247.25,C Jakob Poeltl F Paolo Banchero G Jalen Suggs PF Saddiq Bey PG Dejounte Murray SF Tristan da Silva SG Landry Shamet UTIL Ace Bailey,,,
6687,5086358576,bfowler0419 (2/5),0,247.25,C Nikola Jokic F Derrick Jones Jr. G Darius Garland PF Paolo Banchero PG Dejounte Murray SF Patrick Baldwin Jr. SG Killian Hayes UTIL Brook Lopez,,,
6687,5086379247,Jet411980 (11/20),0,247.25,C Jakob Poeltl F Patrick Baldwin Jr. G Killian Hayes PF OG Anunoby PG Jalen Suggs SF Kawhi Leonard SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086384765,raj101010,0,247.25,C Ryan Kalkbrenner F OG Anunoby G Darius Garland PF Paolo Banchero PG Dejounte Murray SF Daeqwon Plowden SG Landry Shamet UTIL Anthony Edwards,,,
6687,5086393653,Maloneymat16 (19/20),0,247.25,C Wendell Carter Jr. F Brandon Miller G Darius Garland PF OG Anunoby PG Jamal Murray SF RJ Barrett SG Killian Hayes UTIL Jakob Poeltl,,,
6687,5086402445,stayeduptolate (1/20),0,247.25,C Jakob Poeltl F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086418627,mfrancois92 (2/2),0,247.25,C Jakob Poeltl F Miles Bridges G Donte DiVincenzo PF OG Anunoby PG Darius Garland SF Bennedict Mathurin SG Desmond Bane UTIL Mikal Bridges,,,
6687,5086442105,3diamonds (6/20),0,247.25,C Karl-Anthony Towns F OG Anunoby G Cody Williams PF Zion Williamson PG Jalen Brunson SF Derrick Jones Jr. SG Killian Hayes UTIL Moussa Diabate,,,
6687,5086455657,Johnny_Great (5/20),0,247.25,C Jakob Poeltl F Scottie Barnes G Tari Eason PF Paolo Banchero PG Killian Hayes SF Desmond Bane SG Landry Shamet UTIL Darius Garland,,,
6687,5086461457,lelo2906 (8/20),0,247.25,C Nikola Jokic F Brandon Miller G Christian Braun PF Saddiq Bey PG Killian Hayes SF RJ Barrett SG Landry Shamet UTIL Derrick Jones Jr.,,,
6687,5086468620,LZL201826 (13/20),0,247.25,C Maxime Raynaud F Brandon Miller G Darius Garland PF Kyle Filipowski PG Killian Hayes SF Tristan da Silva SG Cody Williams UTIL Anthony Edwards,,,
6687,5086475111,kcfan3305,0,247.25,C Brook Lopez F OG Anunoby G Bennedict Mathurin PF Jabari Smith Jr. PG Jalen Brunson SF Tristan da Silva SG Brandon Ingram UTIL Sandro Mamukelashvili,,,
6687,5086487951,KB_Clark_Art (2/2),0,247.25,C Moussa Diabate F Nique Clifford G Darius Garland PF Aaron Gordon PG Dejounte Murray SF Bennedict Mathurin SG Christian Braun UTIL Kyle Filipowski,,,
6687,5086496461,brewer2021 (2/2),0,247.25,C Karl-Anthony Towns F Keon Ellis G Bones Hyland PF Kyle Filipowski PG Dejounte Murray SF Dean Wade SG Ja'Kobe Walter UTIL Nikola Jokic,,,
6687,5086512331,westh8bamix (19/20),0,247.25,C Jakob Poeltl F Julius Randle G Jamal Murray PF Miles Bridges PG Dejounte Murray SF Jett Howard SG Donovan Mitchell UTIL Killian Hayes,,,
6687,5086520045,waitandsee4 (2/20),0,247.25,C Jakob Poeltl F Daeqwon Plowden G Darius Garland PF Zion Williamson PG Killian Hayes SF RJ Barrett SG Kris Dunn UTIL Nikola Jokic,,,
6687,5086520062,waitandsee4 (19/20),0,247.25,C Jakob Poeltl F Derrick Jones Jr. G Darius Garland PF Zion Williamson PG Killian Hayes SF RJ Barrett SG Bones Hyland UTIL Nikola Jokic,,,
6687,5086527798,Da3lynx (20/20),0,247.25,C Jakob Poeltl F Daeqwon Plowden G Killian Hayes PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
6687,5086537751,adubbsking24 (10/20),0,247.25,C Naz Reid F Cody Williams G Bennedict Mathurin PF Zion Williamson PG Dejounte Murray SF RJ Barrett SG Killian Hayes UTIL Anthony Edwards,,,
6748,5085679223,dkplayerkdm,0,247,C Rudy Gobert F Derrick Jones Jr. G Landry Shamet PF Saddiq Bey PG Trey Murphy III SF Brandon Miller SG Kon Knueppel UTIL Wendell Carter Jr.,,,
6748,5085850946,stock2mail (11/20),0,247,C Nikola Jokic F Kawhi Leonard G Donte DiVincenzo PF Patrick Baldwin Jr. PG Killian Hayes SF RJ Barrett SG Landry Shamet UTIL Darius Garland,,,
6748,5085866938,Pojeman (3/12),0,247,C Sandro Mamukelashvili F RJ Barrett G Jamal Shead PF Zion Williamson PG Dejounte Murray SF Saddiq Bey SG Trey Murphy III UTIL Darius Garland,,,
6748,5085895198,InsertCleverPhrase (20/20),0,247,C Nikola Jokic F Bennedict Mathurin G Jamal Murray PF Dean Wade PG Killian Hayes SF RJ Barrett SG Landry Shamet UTIL Darius Garland,,,
6748,5085899755,bwood1118 (8/11),0,247,C Karl-Anthony Towns F OG Anunoby G Trey Murphy III PF Paolo Banchero PG Ja'Kobe Walter SF Tristan da Silva SG Landry Shamet UTIL Moussa Diabate,,,
6748,5085901951,pickens81 (15/20),0,247,C Wendell Carter Jr. F Derrick Jones Jr. G Kris Dunn PF Saddiq Bey PG Jalen Suggs SF RJ Barrett SG Killian Hayes UTIL Nikola Jokic,,,
6748,5085922236,lkaragjo12 (6/20),0,247,C Wendell Carter Jr. F Brandon Miller G Killian Hayes PF Daeqwon Plowden PG Jalen Suggs SF RJ Barrett SG Landry Shamet UTIL Nikola Jokic,,,
6748,5085952144,LetEmKnow (12/20),0,247,C Jakob Poeltl F Miles Bridges G Darius Garland PF Zion Williamson PG Killian Hayes SF RJ Barrett SG Bennedict Mathurin UTIL Karl-Anthony Towns,,,
6748,5085965100,JLR1985 (12/20),0,247,C Karl-Anthony Towns F Daeqwon Plowden G Jalen Brunson PF OG Anunoby PG Dejounte Murray SF RJ Barrett SG Killian Hayes UTIL Brook Lopez,,,
6748,5085971579,cdenny99 (11/20),0,247,C Wendell Carter Jr. F Brandon Miller G Killian Hayes PF Daeqwon Plowden PG Jalen Suggs SF RJ Barrett SG Landry Shamet UTIL Nikola Jokic,,,
6748,5086023995,masonplays2014 (19/20),0,247,C Jakob Poeltl F Mikal Bridges G Killian Hayes PF Tristan da Silva PG Jamal Murray SF RJ Barrett SG Landry Shamet UTIL Nikola Jokic,,,
6748,5086045067,hootiehightower32 (18/20),0,247,C Karl-Anthony Towns F RJ Barrett G Dejounte Murray PF Zion Williamson PG Jalen Suggs SF Tristan da Silva SG Killian Hayes UTIL Mikal Bridges,,,
6748,5086056397,kaysizzle (2/20),0,247,C Karl-Anthony Towns F Mikal Bridges G Dejounte Murray PF Zion Williamson PG Jalen Suggs SF Tristan da Silva SG Killian Hayes UTIL RJ Barrett,,,
6748,5086062847,bbehnke20 (15/20),0,247,C Jakob Poeltl F Mikal Bridges G Jordan Miller PF Naz Reid PG Dejounte Murray SF RJ Barrett SG Killian Hayes UTIL Nikola Jokic,,,
6748,5086068471,Donheit (14/14),0,247,C Karl-Anthony Towns F Tristan da Silva G Jalen Suggs PF Kyle Filipowski PG Trey Murphy III SF Bennedict Mathurin SG Sam Merrill UTIL Dean Wade,,,
6748,5086088864,Ferny64 (1/3),0,247,C Kyle Filipowski F Sion James G Ja'Kobe Walter PF Saddiq Bey PG Jalen Brunson SF Kawhi Leonard SG Desmond Bane UTIL Ryan Kalkbrenner,,,
6748,5086155633,JMula24 (7/20),0,247,C Jakob Poeltl F Bennedict Mathurin G Jalen Brunson PF Mohamed Diawara PG Jalen Suggs SF Daeqwon Plowden SG Killian Hayes UTIL Nikola Jokic,,,
6748,5086157201,TeamPV (5/5),0,247,C Nikola Jokic F Bennedict Mathurin G Landry Shamet PF Dean Wade PG Darius Garland SF RJ Barrett SG Killian Hayes UTIL Jamal Murray,,,
6748,5086189948,paintgirl (15/20),0,247,C Nikola Jokic F Miles Bridges G Darius Garland PF OG Anunoby PG Jalen Suggs SF Daeqwon Plowden SG Killian Hayes UTIL Brook Lopez,,,
6748,5086218675,MastaMinCash (12/20),0,247,C Nikola Jokic F RJ Barrett G Brandon Ingram PF Patrick Baldwin Jr. PG Killian Hayes SF Daeqwon Plowden SG Landry Shamet UTIL Jalen Brunson,,,
6748,5086248268,2briar (10/20),0,247,C Wendell Carter Jr. F Brandon Miller G Killian Hayes PF Daeqwon Plowden PG Jalen Suggs SF RJ Barrett SG Landry Shamet UTIL Nikola Jokic,,,
6748,5086261924,ason (15/20),0,247,C Nikola Jokic F Patrick Baldwin Jr. G Landry Shamet PF Daeqwon Plowden PG Jalen Brunson SF RJ Barrett SG Brandon Ingram UTIL Killian Hayes,,,
6748,5086268705,Stree (7/20),0,247,C Nikola Jokic F Kevin Durant G Christian Braun PF Daeqwon Plowden PG Killian Hayes SF RJ Barrett SG Landry Shamet UTIL Nique Clifford,,,
6748,5086293320,farman2015,0,247,C Rudy Gobert F Tim Hardaway Jr. G Ayo Dosunmu PF Miles Bridges PG Jalen Brunson SF DeMar DeRozan SG Brandon Ingram UTIL Coby White,,,
6748,5086303865,donn94 (14/20),0,247,C Jakob Poeltl F Miles Bridges G Jalen Brunson PF OG Anunoby PG Dejounte Murray SF Mikal Bridges SG Killian Hayes UTIL Rudy Gobert,,,
6748,5086310963,jetty76 (16/20),0,247,C Karl-Anthony Towns F Aaron Gordon G Jalen Brunson PF Tristan da Silva PG Jalen Suggs SF Patrick Baldwin Jr. SG Killian Hayes UTIL Kawhi Leonard,,,
6748,5086322003,natchez (6/8),0,247,C Maxime Raynaud F Paolo Banchero G Keon Ellis PF Saddiq Bey PG Jalen Suggs SF Cody Williams SG Desmond Bane UTIL Kris Dunn,,,
6748,5086362039,NYJETS96 (3/3),0,247,C Moussa Diabate F Miles Bridges G Immanuel Quickley PF OG Anunoby PG Killian Hayes SF RJ Barrett SG Trey Murphy III UTIL Maxime Raynaud,,,
6748,5086453973,jpeyton1219,0,247,C Maxime Raynaud F Aaron Gordon G Anthony Edwards PF Scottie Barnes PG Killian Hayes SF Tristan da Silva SG Desmond Bane UTIL Keon Ellis,,,
6748,5086455669,Johnny_Great (17/20),0,247,C Mitchell Robinson F Mikal Bridges G Landry Shamet PF Zion Williamson PG Killian Hayes SF Cody Williams SG Donovan Mitchell UTIL Nikola Jokic,,,
6748,5086464382,nicoh22 (13/20),0,247,C Karl-Anthony Towns F Patrick Baldwin Jr. G Darius Garland PF OG Anunoby PG Dejounte Murray SF Doug McDermott SG Killian Hayes UTIL Nikola Jokic,,,
6748,5086464387,nicoh22 (18/20),0,247,C Karl-Anthony Towns F Patrick Baldwin Jr. G Dejounte Murray PF OG Anunoby PG Jalen Suggs SF Nique Clifford SG Killian Hayes UTIL Jamal Murray,,,
6748,5086523026,ellisac1 (18/20),0,247,C Jakob Poeltl F Brice Sensabaugh G Landry Shamet PF Aaron Gordon PG Immanuel Quickley SF RJ Barrett SG Killian Hayes UTIL Nikola Jokic,,,
6748,5086534591,qshoffner20 (3/3),0,247,C Nikola Jokic F RJ Barrett G Darius Garland PF Daeqwon Plowden PG Killian Hayes SF Derrick Jones Jr. SG Reed Sheppard UTIL Bennedict Mathurin,,,
6748,5086541192,polk45 (2/2),0,247,C Evan Mobley F Tristan da Silva G Trey Murphy III PF Derrick Jones Jr. PG Jalen Suggs SF RJ Barrett SG Jeremiah Fears UTIL Jakob Poeltl,,,
6783,5085746597,cobenz7974,0,246.75,C Nikola Jokic F Keon Ellis G Dennis Schroder PF OG Anunoby PG Amen Thompson SF Derrick Jones Jr. SG Brice Sensabaugh UTIL Moritz Wagner,,,
6783,5085810523,creasyeq (10/20),0,246.75,C Karl-Anthony Towns F Julius Randle G Dejounte Murray PF Precious Achiuwa PG Jalen Suggs SF Nique Clifford SG Landry Shamet UTIL Killian Hayes,,,
6783,5085880044,maddawg65 (5/6),0,246.75,C Karl-Anthony Towns F Mikal Bridges G Darius Garland PF OG Anunoby PG Jalen Brunson SF Derrick Jones Jr. SG Killian Hayes UTIL Moussa Diabate,,,
6783,5085888251,mavngoose (2/20),0,246.75,C Nikola Jokic F Sion James G Landry Shamet PF Daeqwon Plowden PG Jamal Murray SF Mikal Bridges SG Anthony Edwards UTIL Killian Hayes,,,
6783,5085892475,tbwonk1,0,246.75,C Karl-Anthony Towns F OG Anunoby G Darius Garland PF Evan Mobley PG Killian Hayes SF Bennedict Mathurin SG Cody Williams UTIL Maxime Raynaud,,,
6783,5085905428,frozenover (6/7),0,246.75,C Karl-Anthony Towns F Paolo Banchero G Jose Alvarado PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Bones Hyland,,,
6783,5085905430,frozenover (7/7),0,246.75,C Karl-Anthony Towns F Paolo Banchero G Jose Alvarado PF OG Anunoby PG Jalen Brunson SF Mikal Bridges SG Landry Shamet UTIL Bones Hyland,,,
6783,5085920069,korhashamo (18/20),0,246.75,C Nikola Jokic F Patrick Baldwin Jr. G Killian Hayes PF Paolo Banchero PG Trey Murphy III SF Nique Clifford SG Landry Shamet UTIL Brook Lopez,,,
6783,5085920520,bglover14 (18/20),0,246.75,C Karl-Anthony Towns F Julius Randle G Darius Garland PF Daeqwon Plowden PG Ja'Kobe Walter SF Tristan da Silva SG Killian Hayes UTIL Nikola Jokic,,,
6783,5085936633,kpato82 (15/20),0,246.75,C Jakob Poeltl F Derrick Jones Jr. G Darius Garland PF Scottie Barnes PG Jalen Brunson SF Daeqwon Plowden SG Killian Hayes UTIL Karl-Anthony Towns,,,
6783,5085949564,Clevr_1 (17/20),0,246.75,C Maxime Raynaud F OG Anunoby G Darius Garland PF Evan Mobley PG Killian Hayes SF Cody Williams SG Bennedict Mathurin UTIL Karl-Anthony Towns,,,
6783,5085957531,mlief (5/20),0,246.75,C Ryan Kalkbrenner F Naz Reid G Killian Hayes PF OG Anunoby PG Jamal Murray SF Kawhi Leonard SG Landry Shamet UTIL Anthony Edwards,,,
6783,5085959774,Tarheels3 (2/20),0,246.75,C Jakob Poeltl F Daeqwon Plowden G Darius Garland PF Paolo Banchero PG Dejounte Murray SF Mikal Bridges SG Killian Hayes UTIL Karl-Anthony Towns,,,
6783,5085967504,scrickman (3/20),0,246.75,C Nikola Jokic F RJ Barrett G Darius Garland PF OG Anunoby PG Killian Hayes SF Daeqwon Plowden SG Landry Shamet UTIL Jalen Suggs,,,
6783,5085971578,cdenny99 (10/20),0,246.75,C Jakob Poeltl F RJ Barrett G Brandon Ingram PF Daeqwon Plowden PG Killian Hayes SF Bennedict Mathurin SG Landry Shamet UTIL Nikola Jokic,,,
6783,5085985201,bclegg_22 (17/20),0,246.75,C Jakob Poeltl F Kawhi Leonard G Killian Hayes PF Mohamed Diawara PG Jalen Suggs SF Mikal Bridges SG Landry Shamet UTIL Nikola Jokic,,,
