Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4718,5083868834,Billyhill9,0,251.5,C Jay Huff F Julian Champagnie G Tre Johnson PF Paolo Banchero PG Dejounte Murray SF Nique Clifford SG Stephon Castle UTIL Guerschon Yabusele,,,
4718,5083912969,Jbjafarian (19/20),0,251.5,C Donovan Clingan F Pascal Siakam G AJ Green PF Matas Buzelis PG Cam Thomas SF Ousmane Dieng SG Stephon Castle UTIL Josh Giddey,,,
4718,5084003795,Williamson1777 (10/20),0,251.5,C Jay Huff F Paolo Banchero G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Precious Achiuwa,,,
4718,5084012961,Strommer57,0,251.5,C Victor Wembanyama F Tristan da Silva G Malik Monk PF Guerschon Yabusele PG Jrue Holiday SF Nique Clifford SG Reed Sheppard UTIL Nick Richards,,,
4718,5084035092,thatwasit (5/20),0,251.5,C Donovan Clingan F Bobby Portis G Isaac Okoro PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Maxime Raynaud,,,
4718,5084082650,lelo2906 (9/20),0,251.5,C Victor Wembanyama F Ousmane Dieng G Ryan Rollins PF Bobby Portis PG Dejounte Murray SF Julian Champagnie SG Jevon Carter UTIL Matas Buzelis,,,
4718,5084082657,lelo2906 (16/20),0,251.5,C Robert Williams F Precious Achiuwa G Ryan Rollins PF Julian Champagnie PG Dejounte Murray SF Kevin Durant SG Jevon Carter UTIL Russell Westbrook,,,
4718,5084122581,ODB2015,0,251.5,C Donovan Clingan F Bobby Portis G Stephon Castle PF Jabari Smith Jr. PG Jalen Suggs SF Julian Champagnie SG Trey Murphy III UTIL T.J. McConnell,,,
4718,5084136789,btown86 (6/20),0,251.5,C Jay Huff F Bobby Portis G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Paolo Banchero,,,
4718,5084179793,sheva76 (15/20),0,251.5,C Donovan Clingan F Precious Achiuwa G Josh Giddey PF Tristan da Silva PG Ryan Rollins SF Ousmane Dieng SG Nique Clifford UTIL Maxime Raynaud,,,
4718,5084206675,kgaah01 (7/20),0,251.5,C Jay Huff F Precious Achiuwa G Ryan Rollins PF Derik Queen PG Amen Thompson SF Ousmane Dieng SG Tre Jones UTIL Josh Giddey,,,
4718,5084212174,Vince3 (1/14),0,251.5,C Maxime Raynaud F Precious Achiuwa G T.J. McConnell PF Jerami Grant PG Amen Thompson SF Toumani Camara SG Trey Murphy III UTIL Guerschon Yabusele,,,
4718,5084234774,Vince3 (14/14),0,251.5,C Maxime Raynaud F Precious Achiuwa G T.J. McConnell PF Jerami Grant PG Amen Thompson SF Toumani Camara SG Trey Murphy III UTIL Guerschon Yabusele,,,
4718,5084242674,ballaholick713 (20/20),0,251.5,C Precious Achiuwa F Pascal Siakam G Ryan Rollins PF Tristan da Silva PG Dejounte Murray SF Keldon Johnson SG Malik Monk UTIL Jrue Holiday,,,
4718,5084252325,jddsaf (4/20),0,251.5,C Donovan Clingan F Precious Achiuwa G Josh Giddey PF Guerschon Yabusele PG Ryan Rollins SF Ousmane Dieng SG Tre Jones UTIL Russell Westbrook,,,
4718,5084257752,treyb12 (7/20),0,251.5,C Precious Achiuwa F Matas Buzelis G Amen Thompson PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Ryan Rollins,,,
4718,5084279080,dbishop999 (2/20),0,251.5,C Bobby Portis F Julian Champagnie G Ryan Rollins PF Zion Williamson PG Josh Giddey SF Ousmane Dieng SG Trey Murphy III UTIL Tre Jones,,,
4718,5084283553,Gleeee301 (14/20),0,251.5,C Drew Eubanks F Tristan da Silva G Jrue Holiday PF Matas Buzelis PG Dejounte Murray SF Saddiq Bey SG Nique Clifford UTIL Trey Murphy III,,,
4718,5084283658,Popandsizzle,0,251.5,C Victor Wembanyama F Justin Champagnie G Collin Sexton PF Precious Achiuwa PG Russell Westbrook SF Ousmane Dieng SG Desmond Bane UTIL Ben Sheppard,,,
4748,5083435744,Schoey17 (19/20),0,251.25,C Victor Wembanyama F Precious Achiuwa G Josh Giddey PF Pete Nance PG Dejounte Murray SF Ousmane Dieng SG Isaac Okoro UTIL Jay Huff,,,
4748,5083456835,boomanfoo (1/4),0,251.25,C Donovan Clingan F Precious Achiuwa G Malik Monk PF Tristan da Silva PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Amen Thompson,,,
4748,5083548057,hootiehightower32 (13/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5083565694,apforadori (5/7),0,251.25,C Donovan Clingan F Saddiq Bey G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Maxime Raynaud,,,
4748,5083577891,My_sons (3/20),0,251.25,C Donovan Clingan F Precious Achiuwa G Collin Sexton PF Zion Williamson PG Andrew Nembhard SF Ousmane Dieng SG Trey Murphy III UTIL Jay Huff,,,
4748,5083606699,sosamightygg22 (10/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5083609481,Danny_9114 (9/20),0,251.25,C Maxime Raynaud F Ousmane Dieng G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Saddiq Bey SG Tre Jones UTIL Donovan Clingan,,,
4748,5083637629,kpato82 (3/20),0,251.25,C Maxime Raynaud F Paolo Banchero G Tre Jones PF Precious Achiuwa PG Jalen Suggs SF Isaac Okoro SG Trey Murphy III UTIL Ousmane Dieng,,,
4748,5083650655,Dillonger320,0,251.25,C Victor Wembanyama F Isaac Okoro G Vit Krejci PF Paolo Banchero PG Dylan Harper SF Tristan da Silva SG Malik Monk UTIL Ryan Rollins,,,
4748,5083766583,beachbum954 (4/17),0,251.25,C Maxime Raynaud F Precious Achiuwa G Cam Thomas PF Zion Williamson PG Ryan Rollins SF Saddiq Bey SG Nique Clifford UTIL Robert Williams,,,
4748,5083766588,beachbum954 (9/17),0,251.25,C Victor Wembanyama F Ousmane Dieng G T.J. McConnell PF Zion Williamson PG Russell Westbrook SF Devin Vassell SG Tre Jones UTIL Jay Huff,,,
4748,5083783191,bleacherbum3,0,251.25,C Maxime Raynaud F Collin Sexton G Jalen Suggs PF Precious Achiuwa PG Dejounte Murray SF Devin Vassell SG Trey Murphy III UTIL Bilal Coulibaly,,,
4748,5083800857,jpreda (19/20),0,251.25,C Guerschon Yabusele F Tristan da Silva G Amen Thompson PF Precious Achiuwa PG Josh Giddey SF Collin Sexton SG Tre Jones UTIL Donovan Clingan,,,
4748,5083825662,charlesrayallday (3/20),0,251.25,C Maxime Raynaud F Saddiq Bey G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5083838004,hopscotch333 (4/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5083885778,Stoneamaker (12/20),0,251.25,C Robert Williams F Ousmane Dieng G Dejounte Murray PF Bilal Coulibaly PG Josh Giddey SF Saddiq Bey SG Trey Murphy III UTIL Jalen Suggs,,,
4748,5084042522,Bergweiser (8/20),0,251.25,C Maxime Raynaud F Ousmane Dieng G Ryan Rollins PF Jerami Grant PG Dejounte Murray SF Julian Champagnie SG Tre Jones UTIL Kevin Durant,,,
4748,5084065119,WaveyJones18 (1/20),0,251.25,C Maxime Raynaud F Saddiq Bey G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5084067088,j.pres0 (1/20),0,251.25,C Donovan Clingan F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Maxime Raynaud,,,
4748,5084076073,Jet411980 (10/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5084083704,oltjpack (10/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5084101555,pbr1818,0,251.25,C Jay Huff F Pascal Siakam G Jrue Holiday PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Tre Johnson UTIL Donovan Clingan,,,
4748,5084152820,dfwtsx08 (18/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5084154321,KcRom724,0,251.25,C Maxime Raynaud F Paolo Banchero G Dejounte Murray PF Precious Achiuwa PG Ryan Rollins SF Ousmane Dieng SG Isaac Okoro UTIL Jay Huff,,,
4748,5084197114,breton04092 (10/20),0,251.25,C Moritz Wagner F Matas Buzelis G Jrue Holiday PF Paolo Banchero PG Ryan Rollins SF Ousmane Dieng SG Malik Monk UTIL Precious Achiuwa,,,
4748,5084223381,SHININ (1/10),0,251.25,C Maxime Raynaud F Ousmane Dieng G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Saddiq Bey SG Tre Jones UTIL Donovan Clingan,,,
4748,5084249011,Extraqtt (9/20),0,251.25,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Donovan Clingan,,,
4748,5084250224,Sendstar (4/14),0,251.25,C Victor Wembanyama F Tristan da Silva G Ryan Rollins PF Precious Achiuwa PG Trey Murphy III SF Ousmane Dieng SG Jeremiah Fears UTIL Nick Richards,,,
4748,5084281453,Sendstar (10/14),0,251.25,C Victor Wembanyama F Tristan da Silva G Ryan Rollins PF Precious Achiuwa PG Trey Murphy III SF Ousmane Dieng SG Jeremiah Fears UTIL Nick Richards,,,
4748,5084283546,Gleeee301 (7/20),0,251.25,C Donovan Clingan F Saddiq Bey G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Maxime Raynaud,,,
4778,5083506129,jjsaldan (5/7),0,251,C Donovan Clingan F Guerschon Yabusele G Tre Jones PF Paolo Banchero PG Jalen Suggs SF Julian Champagnie SG Collin Sexton UTIL Jay Huff,,,
4778,5083547228,leszigler (7/20),0,251,C Precious Achiuwa F Isaac Okoro G Ryan Rollins PF Saddiq Bey PG Jalen Suggs SF Leaky Black SG Reed Sheppard UTIL Russell Westbrook,,,
4778,5083557505,jlegrand22 (19/20),0,251,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Zion Williamson PG Jalen Suggs SF Ousmane Dieng SG Isaac Okoro UTIL Russell Westbrook,,,
4778,5083559786,De_Fair (6/7),0,251,C Donovan Clingan F Leaky Black G Tre Johnson PF Paolo Banchero PG Trey Murphy III SF Jarace Walker SG Jeremiah Fears UTIL Daeqwon Plowden,,,
4778,5083591833,forgottenowl100 (1/3),0,251,C Robert Williams F Keldon Johnson G Jrue Holiday PF Jerami Grant PG Amen Thompson SF Leonard Miller SG Trey Murphy III UTIL Maxime Raynaud,,,
4778,5083619615,Navid841801 (15/20),0,251,C Donovan Clingan F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Ryan Rollins SF Saddiq Bey SG Cam Thomas UTIL Nique Clifford,,,
4778,5083761825,psupal (1/2),0,251,C Victor Wembanyama F Guerschon Yabusele G Russell Westbrook PF Derik Queen PG Bub Carrington SF Toumani Camara SG Collin Sexton UTIL Herbert Jones,,,
4778,5083776793,Dotzism (7/20),0,251,C Victor Wembanyama F Matas Buzelis G Tre Jones PF Bobby Portis PG Dejounte Murray SF Ousmane Dieng SG Jevon Carter UTIL Donovan Clingan,,,
4778,5083777592,risktaker37,0,251,C Herbert Jones F Tristan da Silva G Collin Sexton PF Jabari Smith Jr. PG Jrue Holiday SF Saddiq Bey SG Desmond Bane UTIL Precious Achiuwa,,,
4778,5083793974,elsexto,0,251,C Herbert Jones F Nique Clifford G Josh Giddey PF Zion Williamson PG Tre Johnson SF Ousmane Dieng SG Trey Murphy III UTIL Maxime Raynaud,,,
4778,5083834478,Postalchow35 (3/15),0,251,C Victor Wembanyama F Ousmane Dieng G Amen Thompson PF Leaky Black PG T.J. McConnell SF Julian Champagnie SG Trey Murphy III UTIL Precious Achiuwa,,,
4778,5083918081,aquafinatim (5/20),0,251,C Moritz Wagner F Devin Vassell G T.J. McConnell PF Precious Achiuwa PG Dejounte Murray SF Kevin Durant SG Trey Murphy III UTIL Russell Westbrook,,,
4778,5083949930,DomingoSalvajeS (4/20),0,251,C Victor Wembanyama F Ousmane Dieng G Stephon Castle PF Tristan da Silva PG Jalen Suggs SF AJ Green SG Trey Murphy III UTIL Malik Monk,,,
4778,5083968929,TeamNoga (18/20),0,251,C Victor Wembanyama F Julian Champagnie G T.J. McConnell PF Jerami Grant PG De'Aaron Fox SF Deni Avdija SG Quenton Jackson UTIL Nick Richards,,,
4778,5084114486,cheesehead65,0,251,C Jay Huff F Nique Clifford G Tre Jones PF Precious Achiuwa PG Ryan Rollins SF Desmond Bane SG Trey Murphy III UTIL Nick Richards,,,
4778,5084116202,Assy_Mcgee (11/20),0,251,C Precious Achiuwa F Julian Champagnie G Dylan Harper PF Zion Williamson PG Dejounte Murray SF Desmond Bane SG Trey Murphy III UTIL Ousmane Dieng,,,
4778,5084119775,Jiggetties,0,251,C Herbert Jones F Precious Achiuwa G Dylan Harper PF Tristan da Silva PG Amen Thompson SF Saddiq Bey SG Trey Murphy III UTIL Jalen Suggs,,,
4778,5084253500,jakenelson15 (4/4),0,251,C Wendell Carter Jr. F Precious Achiuwa G T.J. McConnell PF Bobby Portis PG De'Aaron Fox SF Tristan da Silva SG Nique Clifford UTIL Victor Wembanyama,,,
4778,5084283245,bmack60 (2/2),0,251,C Maxime Raynaud F Tristan da Silva G Ryan Rollins PF Paolo Banchero PG Dejounte Murray SF Ousmane Dieng SG Nique Clifford UTIL Julian Champagnie,,,
4778,5084283554,Gleeee301 (15/20),0,251,C Donovan Clingan F Ousmane Dieng G Ryan Rollins PF Precious Achiuwa PG Andrew Nembhard SF Julian Champagnie SG Stephon Castle UTIL Maxime Raynaud,,,
4778,5084284409,kris1010 (8/8),0,251,C Julian Reese F Tristan da Silva G Trey Murphy III PF Precious Achiuwa PG Amen Thompson SF Collin Sexton SG Reed Sheppard UTIL Toumani Camara,,,
4799,5083395426,Pastor1266 (10/10),0,250.75,C Maxime Raynaud F Bilal Coulibaly G Dejounte Murray PF Jabari Smith Jr. PG Jalen Suggs SF Nique Clifford SG Toumani Camara UTIL Scoot Henderson,,,
4799,5083619610,Navid841801 (10/20),0,250.75,C Maxime Raynaud F Precious Achiuwa G Ryan Rollins PF Jerami Grant PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Tre Jones,,,
4799,5083624690,korhashamo (17/20),0,250.75,C Jalen Smith F Ousmane Dieng G Jrue Holiday PF Julian Champagnie PG Josh Giddey SF Saddiq Bey SG Stephon Castle UTIL Precious Achiuwa,,,
4799,5083634138,Xman1971 (1/5),0,250.75,C Maxime Raynaud F Nique Clifford G Tre Jones PF Precious Achiuwa PG Amen Thompson SF Jarace Walker SG Reed Sheppard UTIL Julian Reese,,,
4799,5083634139,Xman1971 (2/5),0,250.75,C Maxime Raynaud F Nique Clifford G Tre Jones PF Precious Achiuwa PG Amen Thompson SF Jarace Walker SG Reed Sheppard UTIL Julian Reese,,,
4799,5083634140,Xman1971 (3/5),0,250.75,C Maxime Raynaud F Nique Clifford G Tre Jones PF Precious Achiuwa PG Amen Thompson SF Jarace Walker SG Reed Sheppard UTIL Julian Reese,,,
4799,5083652577,oneupthedevil (19/20),0,250.75,C Maxime Raynaud F Precious Achiuwa G Josh Giddey PF Guerschon Yabusele PG Ryan Rollins SF Kevin Durant SG Cam Thomas UTIL Clint Capela,,,
4799,5083695283,LTskelter (1/20),0,250.75,C Bobby Portis F Ousmane Dieng G Russell Westbrook PF Zion Williamson PG Ryan Rollins SF Tristan da Silva SG Nique Clifford UTIL Jrue Holiday,,,
4799,5083783676,DustySharts (1/2),0,250.75,C Jay Huff F Jarace Walker G Dejounte Murray PF Guerschon Yabusele PG Russell Westbrook SF Nique Clifford SG Toumani Camara UTIL Jalen Suggs,,,
4799,5083825660,charlesrayallday (1/20),0,250.75,C Maxime Raynaud F Precious Achiuwa G Dejounte Murray PF Jerami Grant PG Tre Jones SF Ousmane Dieng SG Trey Murphy III UTIL Ryan Rollins,,,
4799,5083843535,Stree (12/20),0,250.75,C Bobby Portis F Precious Achiuwa G Tre Jones PF Zion Williamson PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Maxime Raynaud,,,
4799,5083881012,Dr_Henry_Pride (6/20),0,250.75,C Moritz Wagner F Paolo Banchero G Josh Giddey PF Bobby Portis PG Ryan Rollins SF Tristan da Silva SG Tre Jones UTIL Precious Achiuwa,,,
4799,5083914448,ibeetcancer (3/10),0,250.75,C Maxime Raynaud F Zion Williamson G Jrue Holiday PF Justin Champagnie PG Tre Jones SF Julian Champagnie SG Malik Monk UTIL Amen Thompson,,,
4799,5083980848,stingerz22 (1/20),0,250.75,C Maxime Raynaud F Jerami Grant G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Tre Jones,,,
4799,5083980859,stingerz22 (12/20),0,250.75,C Moritz Wagner F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Ryan Rollins SF Kevin Durant SG Malik Monk UTIL Donovan Clingan,,,
4799,5084006841,jclora (12/20),0,250.75,C Precious Achiuwa F Jerami Grant G Ryan Rollins PF Leaky Black PG Jrue Holiday SF Tristan da Silva SG Collin Sexton UTIL Josh Giddey,,,
4799,5084042399,mvpkg (2/20),0,250.75,C Precious Achiuwa F Bobby Portis G Tre Jones PF Zion Williamson PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Maxime Raynaud,,,
4799,5084101152,y2kFrog (9/20),0,250.75,C Julian Reese F Desmond Bane G Malik Monk PF Zion Williamson PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Precious Achiuwa,,,
4799,5084101158,y2kFrog (15/20),0,250.75,C Precious Achiuwa F Collin Sexton G Stephon Castle PF Tristan da Silva PG Dejounte Murray SF Julian Champagnie SG Trey Murphy III UTIL Ryan Rollins,,,
4799,5084130025,GameOnLetsGo (8/20),0,250.75,C Herbert Jones F Ousmane Dieng G Josh Giddey PF Tristan da Silva PG Ryan Rollins SF Kevin Durant SG Trey Murphy III UTIL Malik Monk,,,
4799,5084130034,GameOnLetsGo (17/20),0,250.75,C Wendell Carter Jr. F Toumani Camara G Josh Giddey PF Bobby Portis PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Precious Achiuwa,,,
4799,5084181519,sploush (5/20),0,250.75,C Moritz Wagner F Ousmane Dieng G Josh Giddey PF Precious Achiuwa PG Ryan Rollins SF Kevin Durant SG Malik Monk UTIL Donovan Clingan,,,
4799,5084197123,breton04092 (19/20),0,250.75,C Donovan Clingan F Toumani Camara G Ryan Rollins PF Precious Achiuwa PG Jalen Suggs SF Ousmane Dieng SG Malik Monk UTIL Josh Giddey,,,
4799,5084238132,mrod2 (7/20),0,250.75,C Nick Richards F Julian Champagnie G Josh Giddey PF Tristan da Silva PG Ryan Rollins SF Bilal Coulibaly SG Trey Murphy III UTIL Desmond Bane,,,
4799,5084238133,mrod2 (8/20),0,250.75,C Nick Richards F Julian Champagnie G Josh Giddey PF Tristan da Silva PG Ryan Rollins SF Bilal Coulibaly SG Trey Murphy III UTIL Desmond Bane,,,
4799,5084241061,legreat19 (7/20),0,250.75,C Bobby Portis F Ousmane Dieng G Ryan Rollins PF Matas Buzelis PG Dejounte Murray SF Leaky Black SG Trey Murphy III UTIL Jrue Holiday,,,
4799,5084256174,forgottenowl100 (3/3),0,250.75,C Precious Achiuwa F Jett Howard G Jalen Suggs PF Saddiq Bey PG Jrue Holiday SF Desmond Bane SG Trey Murphy III UTIL Jevon Carter,,,
4799,5084266466,mademangoff,0,250.75,C Victor Wembanyama F Precious Achiuwa G Jalen Suggs PF Leaky Black PG Josh Giddey SF Ousmane Dieng SG Nique Clifford UTIL Jericho Sims,,,
4799,5084282096,mike704,0,250.75,C Victor Wembanyama F Quenton Jackson G Jordan Poole PF Micah Potter PG Russell Westbrook SF Julian Champagnie SG Trey Murphy III UTIL Donovan Clingan,,,
4828,5083540276,ryancarder (3/3),0,250.5,C Precious Achiuwa F Jarace Walker G Trey Murphy III PF Guerschon Yabusele PG Dejounte Murray SF Collin Sexton SG Desmond Bane UTIL Nick Richards,,,
4828,5083652094,cookiemonsterules,0,250.5,C Donovan Clingan F Guerschon Yabusele G Russell Westbrook PF Tristan da Silva PG Jalen Suggs SF Ousmane Dieng SG Trey Murphy III UTIL Jrue Holiday,,,
4828,5083658809,Spocker14 (7/20),0,250.5,C Jay Huff F Precious Achiuwa G Jalen Suggs PF Tristan da Silva PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Josh Giddey,,,
4828,5083689017,Satch65 (11/20),0,250.5,C Precious Achiuwa F Kevin Durant G Ryan Rollins PF Daeqwon Plowden PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Russell Westbrook,,,
4828,5083689024,Satch65 (18/20),0,250.5,C Precious Achiuwa F Kevin Durant G Ryan Rollins PF Daeqwon Plowden PG Dejounte Murray SF Ousmane Dieng SG Tre Jones UTIL Russell Westbrook,,,
4828,5083755310,jcexpress,0,250.5,C Precious Achiuwa F Jarace Walker G Amen Thompson PF Tristan da Silva PG Reed Sheppard SF Collin Sexton SG Trey Murphy III UTIL Julian Reese,,,
4828,5083789768,kaysizzle (15/20),0,250.5,C Maxime Raynaud F Precious Achiuwa G Jalen Suggs PF Matas Buzelis PG Ryan Rollins SF Ousmane Dieng SG Stephon Castle UTIL Tre Jones,,,
4828,5083832050,howry (4/4),0,250.5,C Donovan Clingan F Pete Nance G Amen Thompson PF Saddiq Bey PG Ryan Rollins SF Carter Bryant SG Trey Murphy III UTIL Bobby Portis,,,
4828,5083857394,masonplays2014 (1/20),0,250.5,C Moritz Wagner F Paolo Banchero G Ryan Rollins PF Bobby Portis PG Jalen Suggs SF Julian Champagnie SG Tre Jones UTIL Matas Buzelis,,,
4828,5083939436,cobenz7974,0,250.5,C Victor Wembanyama F Ousmane Dieng G T.J. McConnell PF Saddiq Bey PG Ryan Rollins SF Keldon Johnson SG Desmond Bane UTIL Julian Reese,,,
4828,5084124584,ilalscratch (3/20),0,250.5,C Precious Achiuwa F Ousmane Dieng G Ryan Rollins PF Zion Williamson PG Trey Murphy III SF Julian Champagnie SG Tre Jones UTIL Russell Westbrook,,,
4828,5084176568,ed410912 (3/8),0,250.5,C Maxime Raynaud F Zion Williamson G Jrue Holiday PF Precious Achiuwa PG Jalen Suggs SF Nique Clifford SG Collin Sexton UTIL Ousmane Dieng,,,
4828,5084201755,Joecfall2006 (1/20),0,250.5,C Nick Richards F Bobby Portis G Ryan Rollins PF Precious Achiuwa PG Jrue Holiday SF Saddiq Bey SG Reed Sheppard UTIL Wendell Carter Jr.,,,
4828,5084202518,dfsguru913,0,250.5,C Julian Reese F Zion Williamson G Jalen Suggs PF Paolo Banchero PG Ryan Rollins SF Ousmane Dieng SG Malik Monk UTIL Jay Huff,,,
4828,5084208535,eaneanean787878 (5/6),0,250.5,C Victor Wembanyama F Guerschon Yabusele G Russell Westbrook PF Tristan da Silva PG Jeremiah Fears SF Toumani Camara SG Reed Sheppard UTIL AJ Green,,,
4828,5084273836,austinpower,0,250.5,C Donovan Clingan F Collin Sexton G Dejounte Murray PF Precious Achiuwa PG Tre Jones SF Julian Champagnie SG Toumani Camara UTIL Amen Thompson,,,
4828,5084277320,ason (6/20),0,250.5,C Moritz Wagner F Tristan da Silva G Malik Monk PF Zion Williamson PG Dejounte Murray SF Ousmane Dieng SG Trey Murphy III UTIL Victor Wembanyama,,,
4828,5084278281,joeystorey813 (20/20),0,250.5,C Jay Huff F Precious Achiuwa G Ryan Rollins PF Micah Potter PG Trey Murphy III SF Ousmane Dieng SG Reed Sheppard UTIL Josh Giddey,,,
4846,5083325246,walsean1 (20/20),0,250.25,C Precious Achiuwa F Leaky Black G Tre Jones PF Zion Williamson PG Josh Giddey SF Saddiq Bey SG Trey Murphy III UTIL Ousmane Dieng,,,
4846,5083446889,demonnat (1/2),0,250.25,C Victor Wembanyama F Nique Clifford G Dejounte Murray PF Precious Achiuwa PG Ryan Rollins SF Ousmane Dieng SG Malik Monk UTIL Jericho Sims,,,
4846,5083451052,Ahazeofsmoke,0,250.25,C Victor Wembanyama F Nique Clifford G Ryan Rollins PF Precious Achiuwa PG Dejounte Murray SF Ousmane Dieng SG Malik Monk UTIL Jericho Sims,,,
4846,5083478063,Thuff5 (1/2),0,250.25,C Wendell Carter Jr. F Kevin Durant G Jalen Suggs PF Julian Champagnie PG Dejounte Murray SF Tristan da Silva SG Stephon Castle UTIL Jay Huff,,,
4846,5083506584,PSUMMERB (1/20),0,250.25,C Herbert Jones F Guerschon Yabusele G Josh Giddey PF Precious Achiuwa PG Ryan Rollins SF Ousmane Dieng SG Trey Murphy III UTIL Russell Westbrook,,,
4846,5083612047,goofybh207 (2/20),0,250.25,C Moritz Wagner F Precious Achiuwa G Ryan Rollins PF Matas Buzelis PG Amen Thompson SF Tristan da Silva SG Trey Murphy III UTIL Jay Huff,,,
4846,5083637595,visserlc (6/6),0,250.25,C Guerschon Yabusele F Collin Sexton G Jrue Holiday PF Precious Achiuwa PG Trey Murphy III SF Tristan da Silva SG Reed Sheppard UTIL Saddiq Bey,,,
4846,5083661062,gridironbutcher,0,250.25,C Maxime Raynaud F Saddiq Bey G Jeremiah Fears PF Precious Achiuwa PG Jalen Suggs SF Toumani Camara SG DeMar DeRozan UTIL Jerami Grant,,,
4846,5083766594,beachbum954 (15/17),0,250.25,C Maxime Raynaud F Tristan da Silva G Ryan Rollins PF Saddiq Bey PG Dejounte Murray SF Ousmane Dieng SG Nique Clifford UTIL Jrue Holiday,,,
4846,5083769407,tigolebitties91 (2/15),0,250.25,C Nick Richards F Precious Achiuwa G Amen Thompson PF Guerschon Yabusele PG Ryan Rollins SF Tristan da Silva SG Reed Sheppard UTIL Russell Westbrook,,,
4846,5083775139,greendose (2/20),0,250.25,C Precious Achiuwa F Ousmane Dieng G Josh Giddey PF Zion Williamson PG Ryan Rollins SF Julian Champagnie SG Tre Jones UTIL Maxime Raynaud,,,
4846,5083811078,e0warn01 (13/20),0,250.25,C Victor Wembanyama F Ousmane Dieng G Toumani Camara PF Precious Achiuwa PG De'Aaron Fox SF Julian Champagnie SG Stephon Castle UTIL Jericho Sims,,,
4846,5083825676,charlesrayallday (17/20),0,250.25,C Maxime Raynaud F Ousmane Dieng G Trey Murphy III PF Precious Achiuwa PG Dejounte Murray SF Leaky Black SG Stephon Castle UTIL Ryan Rollins,,,
4846,5083885772,Stoneamaker (6/20),0,250.25,C Jay Huff F Matas Buzelis G Dejounte Murray PF Zion Williamson PG Russell Westbrook SF Kyle Kuzma SG Tre Jones UTIL Precious Achiuwa,,,
