Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Brandin Podziemski (42235306),Brandin Podziemski,42235306,PG/SG/G/UTIL,7500,CHI@GSW 03/10/2026 10:00PM ET,GSW,27.52
PG,Russell Westbrook (42235313),Russell Westbrook,42235313,PG/G/UTIL,7400,IND@SAC 03/10/2026 10:00PM ET,SAC,34.85
SG,Kon Knueppel (42235310),Kon Knueppel,42235310,SG/G/UTIL,7300,CHA@POR 03/10/2026 10:00PM ET,CHA,33.83
SF/PF,Matas Buzelis (42235316),Matas Buzelis,42235316,SF/PF/F/UTIL,7100,CHI@GSW 03/10/2026 10:00PM ET,CHI,29.86
SG,Shaedon Sharpe (42235320),Shaedon Sharpe,42235320,SG/G/UTIL,7100,CHA@POR 03/10/2026 10:00PM ET,POR,33.45
PF/C,Precious Achiuwa (42235323),Precious Achiuwa,42235323,PF/C/F/UTIL,6900,IND@SAC 03/10/2026 10:00PM ET,SAC,21.37
C,Rudy Gobert (42235327),Rudy Gobert,42235327,C/UTIL,6800,MIN@LAL 03/10/2026 11:00PM ET,MIN,32.74
SF,Jarace Walker (42235329),Jarace Walker,42235329,SF/F/UTIL,6500,IND@SAC 03/10/2026 10:00PM ET,IND,23.18
C,Maxime Raynaud (42235332),Maxime Raynaud,42235332,C/UTIL,6500,IND@SAC 03/10/2026 10:00PM ET,SAC,23.61
PF,Gui Santos (42235338),Gui Santos,42235338,PF/F/UTIL,6400,CHI@GSW 03/10/2026 10:00PM ET,GSW,17.12
SF/PF,DeMar DeRozan (42235334),DeMar DeRozan,42235334,SF/PF/F/UTIL,6400,IND@SAC 03/10/2026 10:00PM ET,SAC,30.34
C,Ivica Zubac (42235344),Ivica Zubac,42235344,C/UTIL,6400,IND@SAC 03/10/2026 10:00PM ET,IND,33.80
PF,Jerami Grant (42235341),Jerami Grant,42235341,PF/F/UTIL,6400,CHA@POR 03/10/2026 10:00PM ET,POR,29.47
SF,Moses Moody (42235354),Moses Moody,42235354,SF/F/UTIL,6300,CHI@GSW 03/10/2026 10:00PM ET,GSW,22.27
SG/SF,Nique Clifford (42235346),Nique Clifford,42235346,SG/SF/F/G/UTIL,6300,IND@SAC 03/10/2026 10:00PM ET,SAC,16.77
PG,Andrew Nembhard (42235357),Andrew Nembhard,42235357,PG/G/UTIL,6300,IND@SAC 03/10/2026 10:00PM ET,IND,33.76
PF,Miles Bridges (42235351),Miles Bridges,42235351,PF/F/UTIL,6300,CHA@POR 03/10/2026 10:00PM ET,CHA,32.53
C,Moussa Diabate (42235360),Moussa Diabate,42235360,C/UTIL,6200,CHA@POR 03/10/2026 10:00PM ET,CHA,25.22
SG/SF,Toumani Camara (42235362),Toumani Camara,42235362,SG/SF/F/G/UTIL,6000,CHA@POR 03/10/2026 10:00PM ET,POR,26.82
SF,Jaden McDaniels (42235367),Jaden McDaniels,42235367,SF/F/UTIL,6000,MIN@LAL 03/10/2026 11:00PM ET,MIN,28.64
SG/SF,De'Anthony Melton (42235370),De'Anthony Melton,42235370,SG/SF/F/G/UTIL,5900,CHI@GSW 03/10/2026 10:00PM ET,GSW,24.32
SF,Keegan Murray (42235375),Keegan Murray,42235375,SF/F/UTIL,5900,IND@SAC 03/10/2026 10:00PM ET,SAC,29.04
PG,Donte DiVincenzo (42235378),Donte DiVincenzo,42235378,PG/G/UTIL,5800,MIN@LAL 03/10/2026 11:00PM ET,MIN,28.94
PF/C,Naz Reid (42235381),Naz Reid,42235381,PF/C/F/UTIL,5800,MIN@LAL 03/10/2026 11:00PM ET,MIN,29.75
SG,Anfernee Simons (42235385),Anfernee Simons,42235385,SG/G/UTIL,5700,CHI@GSW 03/10/2026 10:00PM ET,CHI,22.98
PG,Scoot Henderson (42235388),Scoot Henderson,42235388,PG/G/UTIL,5700,CHA@POR 03/10/2026 10:00PM ET,POR,23.90
PF/C,Draymond Green (42235391),Draymond Green,42235391,PF/C/F/UTIL,5500,CHI@GSW 03/10/2026 10:00PM ET,GSW,25.65
C,Jalen Smith (42235397),Jalen Smith,42235397,C/UTIL,5400,CHI@GSW 03/10/2026 10:00PM ET,CHI,23.77
PF/C,Kristaps Porzingis (42235399),Kristaps Porzingis,42235399,PF/C/F/UTIL,5400,CHI@GSW 03/10/2026 10:00PM ET,GSW,30.57
C,Jay Huff (42235395),Jay Huff,42235395,C/UTIL,5400,IND@SAC 03/10/2026 10:00PM ET,IND,21.52
SG/SF,Collin Sexton (42235403),Collin Sexton,42235403,SG/SF/F/G/UTIL,5300,CHI@GSW 03/10/2026 10:00PM ET,CHI,24.08
PG/SG,Tre Jones (42235408),Tre Jones,42235408,PG/SG/G/UTIL,5300,CHI@GSW 03/10/2026 10:00PM ET,CHI,26.81
PF/C,Al Horford (42235412),Al Horford,42235412,PF/C/F/UTIL,5300,CHI@GSW 03/10/2026 10:00PM ET,GSW,22.53
C,Dylan Cardwell (42235416),Dylan Cardwell,42235416,C/UTIL,5300,IND@SAC 03/10/2026 10:00PM ET,SAC,21.35
PF/C,Guerschon Yabusele (42235420),Guerschon Yabusele,42235420,PF/C/F/UTIL,5100,CHI@GSW 03/10/2026 10:00PM ET,CHI,11.21
SG,Aaron Nesmith (42235424),Aaron Nesmith,42235424,SG/G/UTIL,5100,IND@SAC 03/10/2026 10:00PM ET,IND,24.05
PG/SG,Coby White (42235427),Coby White,42235427,PG/SG/G/UTIL,5100,CHA@POR 03/10/2026 10:00PM ET,CHA,29.99
C,Deandre Ayton (42235418),Deandre Ayton,42235418,C/UTIL,5100,MIN@LAL 03/10/2026 11:00PM ET,LAL,26.91
SG/SF,Jaden Ivey (42235436),Jaden Ivey,42235436,SG/SF/F/G/UTIL,5000,CHI@GSW 03/10/2026 10:00PM ET,CHI,16.49
SG/SF,Marcus Smart (42235431),Marcus Smart,42235431,SG/SF/F/G/UTIL,5000,MIN@LAL 03/10/2026 11:00PM ET,LAL,20.74
PG/SG,Malik Monk (42235441),Malik Monk,42235441,PG/SG/G/UTIL,4800,IND@SAC 03/10/2026 10:00PM ET,SAC,21.48
SG/SF,Ayo Dosunmu (42235445),Ayo Dosunmu,42235445,SG/SF/F/G/UTIL,4700,MIN@LAL 03/10/2026 11:00PM ET,MIN,25.25
PG,Pat Spencer (42235450),Pat Spencer,42235450,PG/G/UTIL,4600,CHI@GSW 03/10/2026 10:00PM ET,GSW,15.58
C,Robert Williams (42235453),Robert Williams,42235453,C/UTIL,4600,CHA@POR 03/10/2026 10:00PM ET,POR,21
SF/PF,Daeqwon Plowden (42235455),Daeqwon Plowden,42235455,SF/PF/F/UTIL,4500,IND@SAC 03/10/2026 10:00PM ET,SAC,14.48
PF/C,Micah Potter (42235463),Micah Potter,42235463,PF/C/F/UTIL,4400,IND@SAC 03/10/2026 10:00PM ET,IND,19.64
SF/PF,Rui Hachimura (42235459),Rui Hachimura,42235459,SF/PF/F/UTIL,4400,MIN@LAL 03/10/2026 11:00PM ET,LAL,19.50
PG/SG,Luke Kennard (42235467),Luke Kennard,42235467,PG/SG/G/UTIL,4300,MIN@LAL 03/10/2026 11:00PM ET,LAL,16.36
SG/SF,Gary Payton II (42235471),Gary Payton II,42235471,SG/SF/F/G/UTIL,4200,CHI@GSW 03/10/2026 10:00PM ET,GSW,14.37
C,Jaxson Hayes (42235476),Jaxson Hayes,42235476,C/UTIL,4200,MIN@LAL 03/10/2026 11:00PM ET,LAL,15.16
SG/SF,Isaac Okoro (42235478),Isaac Okoro,42235478,SG/SF/F/G/UTIL,4100,CHI@GSW 03/10/2026 10:00PM ET,CHI,17.21
SG/SF,Will Richard (42235483),Will Richard,42235483,SG/SF/F/G/UTIL,4000,CHI@GSW 03/10/2026 10:00PM ET,GSW,15.06
C,Nick Richards (42235488),Nick Richards,42235488,C/UTIL,4000,CHI@GSW 03/10/2026 10:00PM ET,CHI,13.04
PG,T.J. McConnell (42235490),T.J. McConnell,42235490,PG/G/UTIL,3900,IND@SAC 03/10/2026 10:00PM ET,IND,21.08
PG/SG,Devin Carter (42235493),Devin Carter,42235493,PG/SG/G/UTIL,3900,IND@SAC 03/10/2026 10:00PM ET,SAC,14.01
C,Quinten Post (42235497),Quinten Post,42235497,C/UTIL,3800,CHI@GSW 03/10/2026 10:00PM ET,GSW,16.85
SF/PF,Leonard Miller (42235499),Leonard Miller,42235499,SF/PF/F/UTIL,3800,CHI@GSW 03/10/2026 10:00PM ET,CHI,6.95
PF,Grant Williams (42235503),Grant Williams,42235503,PF/F/UTIL,3800,CHA@POR 03/10/2026 10:00PM ET,CHA,17.61
PG,Rob Dillingham (42235514),Rob Dillingham,42235514,PG/G/UTIL,3700,CHI@GSW 03/10/2026 10:00PM ET,CHI,10.34
SF/PF,Kobe Brown (42235517),Kobe Brown,42235517,SF/PF/F/UTIL,3700,IND@SAC 03/10/2026 10:00PM ET,IND,9.74
SG,Vit Krejci (42235511),Vit Krejci,42235511,SG/G/UTIL,3700,CHA@POR 03/10/2026 10:00PM ET,POR,16.76
SG/SF,Jake LaRavia (42235506),Jake LaRavia,42235506,SG/SF/F/G/UTIL,3700,MIN@LAL 03/10/2026 11:00PM ET,LAL,19.87
SG/SF,Quenton Jackson (42235526),Quenton Jackson,42235526,SG/SF/F/G/UTIL,3600,IND@SAC 03/10/2026 10:00PM ET,IND,16.30
SG/SF,Kris Murray (42235521),Kris Murray,42235521,SG/SF/F/G/UTIL,3600,CHA@POR 03/10/2026 10:00PM ET,POR,15.27
PG,L.J. Cryer (42235536),L.J. Cryer,42235536,PG/G/UTIL,3500,CHI@GSW 03/10/2026 10:00PM ET,GSW,9.96
SG/SF,Ben Sheppard (42235531),Ben Sheppard,42235531,SG/SF/F/G/UTIL,3500,IND@SAC 03/10/2026 10:00PM ET,IND,15.10
PF,Patrick Williams (42235539),Patrick Williams,42235539,PF/F/UTIL,3400,CHI@GSW 03/10/2026 10:00PM ET,CHI,14.70
C,Ryan Kalkbrenner (42235542),Ryan Kalkbrenner,42235542,C/UTIL,3400,CHA@POR 03/10/2026 10:00PM ET,CHA,20.11
SF,Nate Williams (42235556),Nate Williams,42235556,SF/F/UTIL,3300,CHI@GSW 03/10/2026 10:00PM ET,GSW,13.8
PF/C,Obi Toppin (42235552),Obi Toppin,42235552,PF/C/F/UTIL,3300,IND@SAC 03/10/2026 10:00PM ET,IND,16.03
PF/C,Sidy Cissoko (42235544),Sidy Cissoko,42235544,PF/C/F/UTIL,3300,CHA@POR 03/10/2026 10:00PM ET,POR,13.27
PG/SG,Bones Hyland (42235548),Bones Hyland,42235548,PG/SG/G/UTIL,3300,MIN@LAL 03/10/2026 11:00PM ET,MIN,14.74
C,Lachlan Olbrich (42235569),Lachlan Olbrich,42235569,C/UTIL,3200,CHI@GSW 03/10/2026 10:00PM ET,CHI,5.36
C,Drew Eubanks (42235562),Drew Eubanks,42235562,C/UTIL,3200,IND@SAC 03/10/2026 10:00PM ET,SAC,11.13
SG/SF,Josh Green (42235564),Josh Green,42235564,SG/SF/F/G/UTIL,3200,CHA@POR 03/10/2026 10:00PM ET,CHA,10.73
PF,Jarred Vanderbilt (42235559),Jarred Vanderbilt,42235559,PF/F/UTIL,3200,MIN@LAL 03/10/2026 11:00PM ET,LAL,14.46
PF/C,Kyle Anderson (42235649),Kyle Anderson,42235649,PF/C/F/UTIL,3200,MIN@LAL 03/10/2026 11:00PM ET,MIN,18
PG/SG,Kam Jones (42235575),Kam Jones,42235575,PG/SG/G/UTIL,3100,IND@SAC 03/10/2026 10:00PM ET,IND,10
PG/SG,Killian Hayes (42235579),Killian Hayes,42235579,PG/SG/G/UTIL,3100,IND@SAC 03/10/2026 10:00PM ET,SAC,10.04
SF/PF,Sion James (42235571),Sion James,42235571,SF/PF/F/UTIL,3100,CHA@POR 03/10/2026 10:00PM ET,CHA,14.42
SF,Tosan Evbuomwan (42235583),Tosan Evbuomwan,42235583,SF/F/UTIL,3100,CHA@POR 03/10/2026 10:00PM ET,CHA,0.5
PF,Jimmy Butler (42235614),Jimmy Butler,42235614,PF/F/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,GSW,37.31
PF,Malevy Leons (42235701),Malevy Leons,42235701,PF/F/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,GSW,7.20
C,Zach Collins (42235707),Zach Collins,42235707,C/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,CHI,20.25
PG,Yuki Kawamura (42235719),Yuki Kawamura,42235719,PG/G/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,CHI,13.29
PG/SG,Mac McClung (42235722),Mac McClung,42235722,PG/SG/G/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,CHI,11.44
SF,Noa Essengue (42235729),Noa Essengue,42235729,SF/F/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,CHI,1
PG/SG,Seth Curry (42235732),Seth Curry,42235732,PG/SG/G/UTIL,3000,CHI@GSW 03/10/2026 10:00PM ET,GSW,16.08
SF,De'Andre Hunter (42235603),De'Andre Hunter,42235603,SF/F/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,SAC,23.41
SG,Zach LaVine (42235617),Zach LaVine,42235617,SG/G/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,SAC,28.33
SG,Johnny Furphy (42235629),Johnny Furphy,42235629,SG/G/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,IND,13.86
SG/SF,Taelon Peter (42235658),Taelon Peter,42235658,SG/SF/F/G/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,IND,8.44
PG/SG,Ethan Thompson (42235666),Ethan Thompson,42235666,PG/SG/G/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,IND,11.20
C,Domantas Sabonis (42235689),Domantas Sabonis,42235689,C/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,SAC,38.26
SF/PF,Doug McDermott (42235693),Doug McDermott,42235693,SF/PF/F/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,SAC,6.42
SF/PF,Patrick Baldwin Jr. (42235715),Patrick Baldwin Jr.,42235715,SF/PF/F/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,SAC,6.89
PG,Isaiah Stevens (42235726),Isaiah Stevens,42235726,PG/G/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,SAC,12.58
PG,Tyrese Haliburton (42235751),Tyrese Haliburton,42235751,PG/G/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,IND,0
SF/PF,Jalen Slawson (42235754),Jalen Slawson,42235754,SF/PF/F/UTIL,3000,IND@SAC 03/10/2026 10:00PM ET,IND,0
PG/SG,Caleb Love (42235599),Caleb Love,42235599,PG/SG/G/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,20.23
PG/SG,Tre Mann (42235606),Tre Mann,42235606,PG/SG/G/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,12.90
C,Hansen Yang (42235620),Hansen Yang,42235620,C/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,5.32
PF,Tidjane Salaun (42235622),Tidjane Salaun,42235622,PF/F/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,13.94
SG,Chris Youngblood (42235636),Chris Youngblood,42235636,SG/G/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,4.30
SF/PF,Pat Connaughton (42235641),Pat Connaughton,42235641,SF/PF/F/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,6.61
SF/PF,Liam McNeeley (42235645),Liam McNeeley,42235645,SF/PF/F/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,8.77
PG/SG,Blake Wesley (42235670),Blake Wesley,42235670,PG/SG/G/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,12.49
C,Xavier Tillman (42235674),Xavier Tillman,42235674,C/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,4.44
C,PJ Hall (42235691),PJ Hall,42235691,C/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,11.36
SF/PF,Matisse Thybulle (42235697),Matisse Thybulle,42235697,SF/PF/F/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,12.83
SG,Antonio Reeves (42235709),Antonio Reeves,42235709,SG/G/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,CHA,5
PG,Damian Lillard (42235742),Damian Lillard,42235742,PG/G/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,0
PF,Jayson Kent (42235745),Jayson Kent,42235745,PF/F/UTIL,3000,CHA@POR 03/10/2026 10:00PM ET,POR,0
SG/SF,Jaylen Clark (42235586),Jaylen Clark,42235586,SG/SF/F/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,8.46
SG/SF,Dalton Knecht (42235591),Dalton Knecht,42235591,SG/SF/F/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,7.56
PG,Mike Conley (42235596),Mike Conley,42235596,PG/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,12.47
SF/PF,Julian Phillips (42235610),Julian Phillips,42235610,SF/PF/F/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,5.86
PF/C,Maxi Kleber (42235625),Maxi Kleber,42235625,PF/C/F/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,6.92
PG/SG,Bronny James (42235632),Bronny James,42235632,PG/SG/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,5.33
C,Joan Beringer (42235639),Joan Beringer,42235639,C/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,6.76
SG/SF,Terrence Shannon Jr. (42235653),Terrence Shannon Jr.,42235653,SG/SF/F/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,6.76
PG,Nick Smith Jr. (42235663),Nick Smith Jr.,42235663,PG/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,9.56
PF/C,Drew Timme (42235676),Drew Timme,42235676,PF/C/F/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,6.96
SG/SF,Joe Ingles (42235680),Joe Ingles,42235680,SG/SF/F/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,2.71
SF/PF,Adou Thiero (42235685),Adou Thiero,42235685,SF/PF/F/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,4.04
PG,Kobe Bufkin (42235704),Kobe Bufkin,42235704,PG/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,5.92
SF,Chris Manon (42235712),Chris Manon,42235712,SF/F/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,LAL,3.42
PF/C,Enrique Freeman (42235736),Enrique Freeman,42235736,PF/C/F/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,2.88
C,Rocco Zikarsky (42235740),Rocco Zikarsky,42235740,C/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,2.62
PG,Zyon Pullin (42235748),Zyon Pullin,42235748,PG/G/UTIL,3000,MIN@LAL 03/10/2026 11:00PM ET,MIN,0
