Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
11,5085502311,InsertCleverPhrase (15/20),0,400.75,C Bam Adebayo F Danny Wolf G Stephon Castle PF Myron Gardner PG Cameron Payne SF RJ Barrett SG Dyson Daniels UTIL Derrick White,,Dyson Daniels,SG,13.29%,45.25
12,5085324962,bigtime2003 (16/20),0,400,C Bam Adebayo F Giannis Antetokounmpo G Kasparas Jakucionis PF Simone Fontecchio PG Dru Smith SF Kyle Kuzma SG Cameron Payne UTIL Victor Wembanyama,,Myron Gardner,F,12.55%,22
12,5085576186,ayt1688 (17/20),0,400,C Bam Adebayo F Giannis Antetokounmpo G Dru Smith PF Simone Fontecchio PG Kasparas Jakucionis SF Kyle Kuzma SG Cameron Payne UTIL Victor Wembanyama,,Sandro Mamukelashvili,UTIL,12.55%,22.5
14,5085409738,greendose (5/20),0,398.5,C Bam Adebayo F Trendon Watford G Davion Mitchell PF Kyle Kuzma PG Cameron Payne SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Jalen Johnson,,Quentin Grimes,SG,12.42%,32.75
15,5085502297,InsertCleverPhrase (1/20),0,397,C Jalen Duren F Danny Wolf G Stephon Castle PF Simone Fontecchio PG Cameron Payne SF RJ Barrett SG Dyson Daniels UTIL Bam Adebayo,,Simone Fontecchio,F,11.61%,30
16,5085194805,masonplays2014 (10/20),0,396.5,C Bam Adebayo F Dyson Daniels G De'Aaron Fox PF Simone Fontecchio PG Dru Smith SF Jaime Jaquez Jr. SG Cameron Payne UTIL Jalen Johnson,,Quentin Grimes,PG,9.83%,32.75
16,5085241937,jhunt2 (3/13),0,396.5,C Bam Adebayo F Jalen Johnson G De'Aaron Fox PF Simone Fontecchio PG Dru Smith SF Dyson Daniels SG Cameron Payne UTIL Jaime Jaquez Jr.,,Bam Adebayo,UTIL,8.69%,107.75
16,5085343806,Tannerroob318 (13/20),0,396.5,C Bam Adebayo F Simone Fontecchio G De'Aaron Fox PF Jalen Johnson PG Cameron Payne SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Dru Smith,,VJ Edgecombe,SG,7.28%,40.25
16,5085536816,edb11 (2/4),0,396.5,C Bam Adebayo F Dyson Daniels G De'Aaron Fox PF Jalen Johnson PG Dru Smith SF Jaime Jaquez Jr. SG Cameron Payne UTIL Simone Fontecchio,,Dyson Daniels,SF,7.24%,45.25
20,5085547111,seth37iso (1/20),0,396,C Bam Adebayo F Jalen Johnson G Kasparas Jakucionis PF Simone Fontecchio PG Dru Smith SF Kyle Kuzma SG Cedric Coward UTIL Victor Wembanyama,,Victor Wembanyama,UTIL,7.14%,65.75
21,5085553794,leotaylor2002 (6/20),0,395.5,C Bam Adebayo F Simone Fontecchio G De'Aaron Fox PF Jalen Johnson PG Javon Small SF Ousmane Dieng SG Dyson Daniels UTIL Kyle Kuzma,,Victor Wembanyama,C,7.04%,65.75
22,5085229797,cantbstopped5deuce (19/20),0,393.25,C Bam Adebayo F Jalen Johnson G Kasparas Jakucionis PF Myron Gardner PG Cameron Payne SF Jaime Jaquez Jr. SG Kelly Oubre Jr. UTIL Myles Turner,,Jaime Jaquez Jr.,F,6.97%,25
22,5085444305,RunTheBasesMLB (12/20),0,393.25,C Bam Adebayo F Ousmane Dieng G Kasparas Jakucionis PF Jalen Johnson PG Ty Jerome SF Jaime Jaquez Jr. SG Cameron Payne UTIL Myles Turner,,Michael Porter Jr.,SF,6.46%,24
24,5085505590,jwclark311 (8/20),0,392.75,C Bam Adebayo F Ousmane Dieng G De'Aaron Fox PF Kyle Kuzma PG Kasparas Jakucionis SF Jaime Jaquez Jr. SG Cedric Coward UTIL Victor Wembanyama,,Jaylen Brown,SG,6.24%,22
25,5085627715,Grnder_786 (8/20),0,392.5,C Bam Adebayo F Pelle Larsson G Dru Smith PF Jalen Johnson PG Kasparas Jakucionis SF Kelly Oubre Jr. SG Cameron Payne UTIL De'Aaron Fox,,Marcus Sasser,SG,5.89%,23.25
26,5085502298,InsertCleverPhrase (2/20),0,392.25,C Danny Wolf F Simone Fontecchio G Stephon Castle PF Trendon Watford PG Cade Cunningham SF Dyson Daniels SG Cameron Payne UTIL Bam Adebayo,,Sandro Mamukelashvili,C,5.87%,22.5
27,5085502305,InsertCleverPhrase (9/20),0,392,C Bam Adebayo F Danny Wolf G Collin Gillespie PF Simone Fontecchio PG Tre Johnson SF RJ Barrett SG Cameron Payne UTIL Jalen Johnson,,Davion Mitchell,G,5.77%,28.75
28,5085432661,donn94 (10/20),0,391.25,C Bam Adebayo F Jalen Johnson G Collin Gillespie PF Myron Gardner PG Davion Mitchell SF Kyle Kuzma SG Kelly Oubre Jr. UTIL Ousmane Dieng,,Davion Mitchell,PG,5.63%,28.75
28,5085599717,Hawkeye1992 (6/20),0,391.25,C Bam Adebayo F Dyson Daniels G Cameron Payne PF Jalen Johnson PG Devin Booker SF Ousmane Dieng SG Drake Powell UTIL Kasparas Jakucionis,,Ty Jerome,PG,5.58%,40.5
30,5085192028,amjennison25 (2/20),0,391,C Bam Adebayo F Pelle Larsson G Kasparas Jakucionis PF Simone Fontecchio PG Cameron Payne SF Dyson Daniels SG Quentin Grimes UTIL Victor Wembanyama,,Devin Booker,SG,5.32%,47.25
31,5085529183,PJP_StaqOtheMAC (5/20),0,390.75,C Bam Adebayo F Jaime Jaquez Jr. G Derrick White PF Trendon Watford PG Ty Jerome SF Kelly Oubre Jr. SG Cameron Payne UTIL Sandro Mamukelashvili,,Adem Bona,C,5.20%,11.25
32,5085143839,fact74 (3/10),0,390,C Bam Adebayo F Myron Gardner G De'Aaron Fox PF Simone Fontecchio PG Dru Smith SF Kyle Kuzma SG Devin Booker UTIL Victor Wembanyama,,Cade Cunningham,PG,5.08%,51.75
33,5085593356,bagwell77 (20/20),0,389.5,C Bam Adebayo F Simone Fontecchio G Dyson Daniels PF Myron Gardner PG Derrick White SF Ousmane Dieng SG Cedric Coward UTIL Jalen Johnson,,Nic Claxton,C,4.95%,12.5
34,5085614308,wickyy,0,389.25,C Bam Adebayo F Dyson Daniels G Cedric Coward PF Jalen Johnson PG Cameron Payne SF Jaime Jaquez Jr. SG Tre Johnson UTIL Kasparas Jakucionis,,CJ McCollum,SG,4.75%,30.25
35,5085685086,venutis1,0,388.25,C Bam Adebayo F Jaime Jaquez Jr. G Davion Mitchell PF Myron Gardner PG Cameron Payne SF Kelly Oubre Jr. SG VJ Edgecombe UTIL Dyson Daniels,,Daniel Gafford,C,4.65%,31
36,5085463182,Racktracker13 (5/20),0,388,C Bam Adebayo F Myron Gardner G De'Aaron Fox PF Trendon Watford PG Quentin Grimes SF Dyson Daniels SG Cameron Payne UTIL Devin Booker,,Pelle Larsson,SG,4.58%,19.5
37,5085229793,cantbstopped5deuce (15/20),0,387.75,C Bam Adebayo F Myron Gardner G Dru Smith PF Jalen Johnson PG Cameron Payne SF Kevin Durant SG Cedric Coward UTIL Sandro Mamukelashvili,,Cooper Flagg,SF,4.53%,37.5
37,5085617660,fillyfan2002 (11/20),0,387.75,C Bam Adebayo F Simone Fontecchio G Derrick White PF Myron Gardner PG Davion Mitchell SF Ousmane Dieng SG Dyson Daniels UTIL Victor Wembanyama,,De'Aaron Fox,G,4.50%,44.75
39,5085269907,JayEeDoubleU (9/20),0,387.5,C Bam Adebayo F Dyson Daniels G Kasparas Jakucionis PF Simone Fontecchio PG Dru Smith SF Kelly Oubre Jr. SG Stephon Castle UTIL Victor Wembanyama,,Cooper Flagg,PG,4.37%,37.5
40,5085273538,zagnuts (13/20),0,387.25,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Trendon Watford PG Cameron Payne SF Jaime Jaquez Jr. SG Devin Booker UTIL Victor Wembanyama,,Nickeil Alexander-Walker,SG,4.10%,42.5
40,5085521464,raveen12,0,387.25,C Bam Adebayo F Jalen Johnson G Davion Mitchell PF Myron Gardner PG Cameron Payne SF Bilal Coulibaly SG Tre Johnson UTIL Derrick White,,Stephon Castle,SG,4.08%,38.75
40,5085614416,dockman12600 (1/20),0,387.25,C Bam Adebayo F Myron Gardner G Devin Booker PF Simone Fontecchio PG Marcus Sasser SF Jaime Jaquez Jr. SG Cameron Payne UTIL Victor Wembanyama,,Jalen Johnson,UTIL,3.82%,54.25
43,5085121454,Scottyj316 (10/20),0,386.75,C Bam Adebayo F Jalen Johnson G Devin Booker PF Myron Gardner PG Dru Smith SF Kyle Kuzma SG Kelly Oubre Jr. UTIL Simone Fontecchio,,Jalen Duren,C,3.81%,42
44,5085598664,styval (16/20),0,386.25,C Jalen Duren F Jalen Johnson G Kasparas Jakucionis PF Simone Fontecchio PG Cameron Payne SF Zaccharie Risacher SG Kelly Oubre Jr. UTIL Bam Adebayo,,Jaylen Brown,SF,3.79%,22
45,5085580741,buckeyebammer,0,386,C Bam Adebayo F Ousmane Dieng G Dyson Daniels PF Jalen Johnson PG Cameron Payne SF Jaime Jaquez Jr. SG Marcus Sasser UTIL Javon Small,,Onyeka Okongwu,C,3.71%,43.25
46,5085658659,brianm817 (6/15),0,385.5,C Bam Adebayo F Simone Fontecchio G Dyson Daniels PF Jalen Johnson PG Ty Jerome SF Pelle Larsson SG Cameron Payne UTIL Trendon Watford,,Dyson Daniels,G,3.62%,45.25
47,5085440734,jetty76 (18/20),0,385.25,C Bam Adebayo F RJ Barrett G Dru Smith PF Simone Fontecchio PG Kasparas Jakucionis SF Dyson Daniels SG Kelly Oubre Jr. UTIL Victor Wembanyama,,Devin Booker,PG,3.50%,47.25
48,5085305672,Williamson1777 (6/20),0,385,C Bam Adebayo F Jalen Johnson G Davion Mitchell PF Simone Fontecchio PG Cameron Payne SF Dyson Daniels SG CJ McCollum UTIL Sandro Mamukelashvili,,Ousmane Dieng,SF,3.49%,34.5
49,5085355016,Dirks_Knee (2/6),0,384.5,C Bam Adebayo F Myron Gardner G Kasparas Jakucionis PF Simone Fontecchio PG Cade Cunningham SF Kevin Huerter SG Cameron Payne UTIL Victor Wembanyama,,Cameron Payne,SG,3.48%,66.25
50,5085452926,TJUST1990 (2/2),0,384,C Bam Adebayo F Sam Hauser G Cedric Coward PF Jalen Johnson PG Tre Johnson SF Jaime Jaquez Jr. SG Cameron Payne UTIL Will Riley,,Ousmane Dieng,F,3.47%,34.5
51,5085340106,okelly36 (5/12),0,383.75,C Bam Adebayo F Jalen Johnson G Dyson Daniels PF Simone Fontecchio PG Cameron Payne SF Jaime Jaquez Jr. SG Quentin Grimes UTIL Ben Saraf,,Julian Champagnie,PF,3.37%,5.75
51,5085545556,ADtheDraftQueen (4/20),0,383.75,C Bam Adebayo F Danny Wolf G Daniss Jenkins PF Myron Gardner PG Derrick White SF Ousmane Dieng SG Dyson Daniels UTIL Jalen Johnson,,Danny Wolf,PF,3.36%,30.5
51,5085583157,11baller20 (7/13),0,383.75,C Bam Adebayo F Danny Wolf G Devin Booker PF Simone Fontecchio PG Ben Saraf SF Cooper Flagg SG Cameron Payne UTIL Jalen Duren,,Dyson Daniels,F,3.32%,45.25
54,5085209432,az350z (3/20),0,383.5,C Bam Adebayo F Kyle Kuzma G Kasparas Jakucionis PF Simone Fontecchio PG Dru Smith SF RJ Barrett SG Devin Booker UTIL Victor Wembanyama,,Trendon Watford,PF,3.27%,22
55,5085392210,henryrj4 (12/20),0,383.25,C Bam Adebayo F Ousmane Dieng G Amen Thompson PF Simone Fontecchio PG Dru Smith SF Cooper Flagg SG Cameron Payne UTIL Devin Booker,,Nic Claxton,UTIL,3.18%,12.5
56,5085548067,Doakster34 (4/6),0,383,C Bam Adebayo F Jaime Jaquez Jr. G Nolan Traore PF Simone Fontecchio PG Davion Mitchell SF Kelly Oubre Jr. SG Cameron Payne UTIL Victor Wembanyama,,Cedric Coward,SG,3.07%,42
56,5085607742,Nails86 (1/8),0,383,C Victor Wembanyama F Hugo Gonzalez G Nickeil Alexander-Walker PF Danny Wolf PG Bub Carrington SF Will Riley SG Cameron Payne UTIL Bam Adebayo,,De'Aaron Fox,PG,3.06%,44.75
56,5085658661,brianm817 (8/15),0,383,C Bam Adebayo F Dyson Daniels G Cooper Flagg PF Simone Fontecchio PG Davion Mitchell SF Jaime Jaquez Jr. SG Nickeil Alexander-Walker UTIL Cameron Payne,,Kelly Oubre Jr.,SG,3.05%,53
59,5085101462,HockeyCardsPlus (5/20),0,382.75,C Bam Adebayo F Jalen Johnson G Derrick White PF Myron Gardner PG Kasparas Jakucionis SF Kyle Kuzma SG Jalen Green UTIL Ousmane Dieng,,Dru Smith,UTIL,3.05%,23.25
59,5085314308,bbehnke20 (10/20),0,382.75,C Bam Adebayo F Royce O'Neale G Dru Smith PF Myron Gardner PG De'Aaron Fox SF Kyle Kuzma SG CJ McCollum UTIL Victor Wembanyama,,Javon Small,PG,3.02%,29.75
61,5085361667,meyers2305 (10/20),0,382.5,C Bam Adebayo F Jalen Johnson G Derrick White PF Myron Gardner PG Kasparas Jakucionis SF Ousmane Dieng SG Dyson Daniels UTIL Myles Turner,,Kasparas Jakucionis,UTIL,2.97%,23.75
61,5085404200,bclegg_22 (4/20),0,382.5,C Onyeka Okongwu F Jalen Johnson G Dru Smith PF Simone Fontecchio PG Quentin Grimes SF Kyle Kuzma SG Cedric Coward UTIL Bam Adebayo,,Jayson Tatum,PF,2.96%,38.75
63,5085258783,aquafinatim (15/20),0,382.25,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Jalen Johnson PG Kasparas Jakucionis SF Kyle Kuzma SG VJ Edgecombe UTIL Derrick White,,Michael Porter Jr.,F,2.95%,24
64,5085520948,mavngoose (3/20),0,382,C Bam Adebayo F Simone Fontecchio G Dyson Daniels PF Jalen Johnson PG Cameron Payne SF Jaime Jaquez Jr. SG CJ McCollum UTIL Dru Smith,,Amen Thompson,PG,2.93%,36.75
64,5085681833,Brentaculous (6/20),0,382,C Bam Adebayo F Jaime Jaquez Jr. G Dru Smith PF Jalen Johnson PG CJ McCollum SF Dyson Daniels SG Cameron Payne UTIL Simone Fontecchio,,Kevin Durant,SF,2.90%,49.75
66,5085480014,TeamPV (4/8),0,381.75,C Daniel Gafford F Ousmane Dieng G Ben Saraf PF Jalen Johnson PG Ty Jerome SF Jaime Jaquez Jr. SG Cameron Payne UTIL Bam Adebayo,,Devin Booker,G,2.79%,47.25
66,5085623448,Steeltown007 (1/7),0,381.75,C Daniel Gafford F Jaime Jaquez Jr. G Ben Saraf PF Jalen Johnson PG Ty Jerome SF Ousmane Dieng SG Cameron Payne UTIL Bam Adebayo,,Pelle Larsson,SF,2.78%,19.5
68,5085117242,bigspook1031 (1/3),0,381.5,C Bam Adebayo F Pelle Larsson G Ty Jerome PF Taylor Hendricks PG Quentin Grimes SF Kelly Oubre Jr. SG Cedric Coward UTIL Cameron Payne,,Kelly Oubre Jr.,SF,2.74%,53
68,5085270840,Beezy269 (15/20),0,381.5,C Bam Adebayo F Dyson Daniels G Dru Smith PF Simone Fontecchio PG Kasparas Jakucionis SF Kelly Oubre Jr. SG Quentin Grimes UTIL Victor Wembanyama,,Danny Wolf,F,2.73%,30.5
68,5085502315,InsertCleverPhrase (19/20),0,381.5,C Bam Adebayo F Danny Wolf G Dyson Daniels PF Trendon Watford PG Sharife Cooper SF RJ Barrett SG Cameron Payne UTIL Victor Wembanyama,,Gregory Jackson,PF,2.71%,19.25
71,5084708067,sportsfanatic89 (18/20),0,381.25,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Jalen Johnson PG Kasparas Jakucionis SF Kelly Oubre Jr. SG Cedric Coward UTIL Devin Booker,,Jaylen Wells,SF,2.66%,16.25
71,5085190130,LetEmKnow (11/20),0,381.25,C Bam Adebayo F Jalen Johnson G Kasparas Jakucionis PF Simone Fontecchio PG Dru Smith SF Kelly Oubre Jr. SG Cedric Coward UTIL Devin Booker,,PJ Washington,PF,2.66%,16
73,5085165257,LA_Quake (1/4),0,381,C Bam Adebayo F Ousmane Dieng G Kasparas Jakucionis PF Jalen Johnson PG Ty Jerome SF Michael Porter Jr. SG Cameron Payne UTIL Simone Fontecchio,,Justin Champagnie,SF,2.64%,18.25
73,5085502312,InsertCleverPhrase (16/20),0,381,C Marvin Bagley III F Jalen Johnson G Derrick White PF Simone Fontecchio PG Sharife Cooper SF Jalen Green SG Cameron Payne UTIL Bam Adebayo,,Stephon Castle,G,2.59%,38.75
75,5085018239,creasyeq (14/20),0,380.75,C Bam Adebayo F Myron Gardner G Kasparas Jakucionis PF Simone Fontecchio PG Cameron Payne SF Jaime Jaquez Jr. SG VJ Edgecombe UTIL Victor Wembanyama,,RJ Barrett,SF,2.59%,36.5
75,5085285105,sduren75 (1/2),0,380.75,C Bam Adebayo F Ousmane Dieng G Kasparas Jakucionis PF Simone Fontecchio PG Ty Jerome SF Cooper Flagg SG Kelly Oubre Jr. UTIL Derrick White,,Cameron Payne,PG,2.54%,66.25
75,5085493062,jaycen123 (20/20),0,380.75,C Bam Adebayo F Jaime Jaquez Jr. G Davion Mitchell PF Jalen Johnson PG Dru Smith SF Kelly Oubre Jr. SG Cameron Payne UTIL Sandro Mamukelashvili,,Myron Gardner,UTIL,2.48%,22
75,5085661646,scooter8174 (2/4),0,380.75,C Bam Adebayo F Jaime Jaquez Jr. G Quentin Grimes PF Myron Gardner PG Devin Booker SF Ousmane Dieng SG Cameron Payne UTIL Dyson Daniels,,Marcus Sasser,G,2.48%,23.25
79,5085241216,JcClark18 (9/20),0,380.5,C Bam Adebayo F Jalen Johnson G Derrick White PF Myron Gardner PG Dru Smith SF Kyle Kuzma SG VJ Edgecombe UTIL Simone Fontecchio,,CJ McCollum,PG,2.43%,30.25
79,5085559099,Dieharder (7/20),0,380.5,C Bam Adebayo F Trendon Watford G De'Aaron Fox PF Sam Hauser PG Nickeil Alexander-Walker SF Jaime Jaquez Jr. SG Cameron Payne UTIL Alexandre Sarr,,Cooper Flagg,G,2.43%,37.5
79,5085570383,Gunnes-2019 (10/20),0,380.5,C Bam Adebayo F Isaiah Stewart G Stephon Castle PF Jayson Tatum PG Cameron Payne SF Kyle Kuzma SG Devin Booker UTIL Haywood Highsmith,,Amen Thompson,G,2.41%,36.75
82,5085300415,ashickerson (8/20),0,380,C Bam Adebayo F Simone Fontecchio G De'Aaron Fox PF Jalen Johnson PG Kasparas Jakucionis SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Kyle Kuzma,,Julian Champagnie,SF,2.40%,5.75
82,5085469421,zgreub,0,380,C Bam Adebayo F Myron Gardner G Dyson Daniels PF Jalen Johnson PG Kasparas Jakucionis SF Cooper Flagg SG Cameron Payne UTIL Dru Smith,,Noah Clowney,PF,2.38%,16.25
84,5085372647,henryrj4 (6/20),0,379.5,C Bam Adebayo F Dyson Daniels G Cameron Payne PF Simone Fontecchio PG Davion Mitchell SF Michael Porter Jr. SG Marcus Sasser UTIL Jalen Johnson,,Simone Fontecchio,UTIL,2.36%,30
84,5085388043,jonathan3248 (13/20),0,379.5,C Bam Adebayo F Jalen Johnson G De'Aaron Fox PF Simone Fontecchio PG Marcus Sasser SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Kyle Kuzma,,Collin Gillespie,PG,2.24%,41.75
86,5085434922,sploush (16/20),0,379.25,C Bam Adebayo F Jalen Johnson G Dru Smith PF Simone Fontecchio PG Kasparas Jakucionis SF Kelly Oubre Jr. SG Nickeil Alexander-Walker UTIL De'Aaron Fox,,Neemias Queta,UTIL,2.22%,13.5
86,5085617438,elcmlc27k (2/2),0,379.25,C Bam Adebayo F Jalen Johnson G Javon Small PF Myron Gardner PG Nickeil Alexander-Walker SF Haywood Highsmith SG Cameron Payne UTIL Collin Gillespie,,Nolan Traore,G,2.17%,6.5
88,5085399695,woodreb5 (2/20),0,378.75,C Bam Adebayo F Ousmane Dieng G Kasparas Jakucionis PF Jalen Johnson PG Dru Smith SF Kyle Kuzma SG Jaden Hardy UTIL Victor Wembanyama,,Baylor Scheierman,SG,2.17%,18
89,5084943082,AntFer (3/12),0,378.5,C Bam Adebayo F Simone Fontecchio G Dylan Harper PF Myron Gardner PG Cameron Payne SF Jaime Jaquez Jr. SG VJ Edgecombe UTIL Victor Wembanyama,,Giannis Antetokounmpo,F,2.17%,34
89,5085294603,hawkeyechet,0,378.5,C Onyeka Okongwu F Gregory Jackson G Quentin Grimes PF Bilal Coulibaly PG Cameron Payne SF Ousmane Dieng SG Dyson Daniels UTIL Bam Adebayo,,Cade Cunningham,G,2.12%,51.75
89,5085583799,tyfe4511 (11/20),0,378.5,C Bam Adebayo F Dyson Daniels G Collin Gillespie PF Simone Fontecchio PG De'Aaron Fox SF Jaime Jaquez Jr. SG Kelly Oubre Jr. UTIL Daniel Gafford,,Derrick White,PG,2.11%,53.75
89,5085654233,teleStraightShooter (4/4),0,378.5,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Jalen Johnson PG Cooper Flagg SF Jaime Jaquez Jr. SG Cameron Payne UTIL Ousmane Dieng,,Nickeil Alexander-Walker,PG,2.06%,42.5
93,5085617658,fillyfan2002 (9/20),0,378.25,C Bam Adebayo F Simone Fontecchio G Derrick White PF Myron Gardner PG Daniss Jenkins SF Ousmane Dieng SG VJ Edgecombe UTIL Jalen Johnson,,CJ McCollum,G,2.06%,30.25
94,5085280606,TheKid2430 (2/20),0,378,C Bam Adebayo F Myron Gardner G Pelle Larsson PF Jalen Johnson PG Cameron Payne SF Jaime Jaquez Jr. SG Cedric Coward UTIL Myles Turner,,Neemias Queta,C,2.05%,13.5
94,5085312254,engelg (17/20),0,378,C Bam Adebayo F Jalen Johnson G Dru Smith PF Simone Fontecchio PG Kasparas Jakucionis SF Kyle Kuzma SG Nickeil Alexander-Walker UTIL Devin Booker,,Nolan Traore,PG,2.05%,6.5
96,5085223616,falstaff64 (7/20),0,377.75,C Bam Adebayo F Danny Wolf G Dru Smith PF Jalen Johnson PG Kasparas Jakucionis SF Kyle Kuzma SG Marcus Sasser UTIL Victor Wembanyama,,Derrick White,G,2.03%,53.75
97,5085229795,cantbstopped5deuce (17/20),0,377.5,C Tristan Vukcevic F Kyle Kuzma G Dru Smith PF Jalen Johnson PG Cameron Payne SF Jaime Jaquez Jr. SG Dyson Daniels UTIL Bam Adebayo,,Jalen Green,SG,2.03%,37.5
98,5085149319,sosamightygg22 (13/20),0,377.25,C Bam Adebayo F Myron Gardner G CJ McCollum PF Simone Fontecchio PG Dru Smith SF Dyson Daniels SG Kelly Oubre Jr. UTIL Victor Wembanyama,,Jaylen Brown,G,2.02%,22
98,5085493610,markandrewbray (1/2),0,377.25,C Bam Adebayo F Dyson Daniels G Cameron Payne PF Dominick Barlow PG Devin Booker SF Cooper Flagg SG Marcus Sasser UTIL Danny Wolf,,Jaylen Brown,F,2.00%,22
98,5085493835,markandrewbray (2/2),0,377.25,C Bam Adebayo F Dyson Daniels G Cameron Payne PF Dominick Barlow PG Devin Booker SF Cooper Flagg SG Marcus Sasser UTIL Danny Wolf,,Marcus Sasser,PG,2.00%,23.25
98,5085524864,JadedinMaine (1/20),0,377.25,C Bam Adebayo F Noah Clowney G Derrick White PF Myron Gardner PG Cade Cunningham SF Bilal Coulibaly SG Cameron Payne UTIL Simone Fontecchio,,Julian Champagnie,F,2.00%,5.75
102,5085218071,kaysizzle (19/20),0,376.75,C Bam Adebayo F Simone Fontecchio G De'Aaron Fox PF Myron Gardner PG Kasparas Jakucionis SF Jalen Green SG Dyson Daniels UTIL Victor Wembanyama,,Giannis Antetokounmpo,PF,1.99%,34
102,5085245550,paintgirl (13/20),0,376.75,C Bam Adebayo F Simone Fontecchio G Kasparas Jakucionis PF Jalen Johnson PG Dru Smith SF Kyle Kuzma SG Stephon Castle UTIL Kevin Durant,,Pelle Larsson,G,1.99%,19.5
102,5085638239,ydoja2 (4/20),0,376.75,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Jalen Johnson PG Kasparas Jakucionis SF Kyle Kuzma SG Stephon Castle UTIL Kevin Durant,,Collin Gillespie,G,1.98%,41.75
105,5085149326,sosamightygg22 (20/20),0,376.5,C Bam Adebayo F Myron Gardner G Kasparas Jakucionis PF Simone Fontecchio PG Ty Jerome SF Dyson Daniels SG Kelly Oubre Jr. UTIL Jalen Johnson,,Dominick Barlow,PF,1.91%,19.5
106,5085273526,zagnuts (1/20),0,375.75,C Bam Adebayo F Simone Fontecchio G Dru Smith PF Trendon Watford PG Cameron Payne SF Jaime Jaquez Jr. SG Devin Booker UTIL Jalen Johnson,,Devin Vassell,SF,1.89%,22.5
106,5085273535,zagnuts (10/20),0,375.75,C Bam Adebayo F Simone Fontecchio G Devin Booker PF Trendon Watford PG Dru Smith SF Jaime Jaquez Jr. SG Cameron Payne UTIL Jalen Johnson,,Dylan Harper,G,1.83%,21.5
106,5085428041,vertabrae,0,375.75,C Bam Adebayo F Noah Clowney G Jalen Green PF Jalen Johnson PG Davion Mitchell SF Ousmane Dieng SG Cameron Payne UTIL Danny Wolf,,Taylor Hendricks,PF,1.81%,19.75
