Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6019,5087048263,npal09 (8/20),0,263.5,C Danny Wolf F Olivier-Maxence Prosper G Isaiah Joe PF Trendon Watford PG Javon Small SF Jabari Walker SG Jaylen Brown UTIL Nikola Jokic,,,
6019,5087079492,samrosenberg15 (16/20),0,263.5,C Danny Wolf F PJ Washington G Andrew Nembhard PF Paolo Banchero PG Shai Gilgeous-Alexander SF Tristan da Silva SG Drake Powell UTIL Kobe Brown,,,
6019,5087093370,DAKID420 (16/20),0,263.5,C Nikola Jokic F Danny Wolf G Desmond Bane PF Dominick Barlow PG Javon Small SF Rayan Rupert SG Cam Spencer UTIL Gregory Jackson,,,
6019,5087106545,bryanbigbets (2/20),0,263.5,C Nikola Jokic F Paolo Banchero G Javon Small PF Trendon Watford PG Tre Johnson SF Jabari Walker SG Jahmai Mashack UTIL Gregory Jackson,,,
6019,5087119688,JayEeDoubleU (13/20),0,263.5,C Marvin Bagley III F Gregory Jackson G Javon Small PF Trendon Watford PG Cade Cunningham SF Jabari Walker SG Corey Kispert UTIL Nikola Jokic,,,
6019,5087145404,DivineGlory (11/20),0,263.5,C Wendell Carter Jr. F Gregory Jackson G Javon Small PF Trendon Watford PG Collin Gillespie SF Cooper Flagg SG Jaylen Brown UTIL Olivier-Maxence Prosper,,,
6019,5087145814,kawhisenberg (6/20),0,263.5,C Taylor Hendricks F Jaylen Brown G Cooper Flagg PF Gregory Jackson PG Javon Small SF Jabari Walker SG Cam Spencer UTIL De'Aaron Fox,,,
6019,5087159730,cd.law217 (6/20),0,263.5,C Bam Adebayo F Jalen Johnson G Dru Smith PF Jabari Walker PG Ben Saraf SF Justin Edwards SG Devin Booker UTIL Oso Ighodaro,,,
6019,5087166582,thegunnard (3/4),0,263.5,C Daniel Gafford F Jaylin Williams G Ajay Mitchell PF Jalen Johnson PG Collin Gillespie SF Tristan da Silva SG Desmond Bane UTIL Luguentz Dort,,,
6019,5087174004,salatso22 (17/20),0,263.5,C Kel'el Ware F Jaylen Brown G Kasparas Jakucionis PF Trendon Watford PG Devin Booker SF Cooper Flagg SG Max Christie UTIL Marvin Bagley III,,,
6019,5087199810,tyent,0,263.5,C Jay Huff F Gregory Jackson G Pelle Larsson PF Cameron Johnson PG Devin Booker SF Jaime Jaquez Jr. SG Nickeil Alexander-Walker UTIL Ajay Mitchell,,,
6019,5087223649,Bose903 (2/2),0,263.5,C Jaylin Williams F Danny Wolf G Ochai Agbaji PF Jalen Johnson PG Javon Small SF Jaylen Wells SG Jaylen Brown UTIL Tristan da Silva,,,
6019,5087230057,IsraelTurbi21 (1/2),0,263.5,C Nikola Jokic F Isaiah Stewart G Dru Smith PF Paolo Banchero PG De'Aaron Fox SF Kyle Kuzma SG Terance Mann UTIL Marvin Bagley III,,,
6019,5087243007,judd151 (15/20),0,263.5,C Wendell Carter Jr. F Tristan da Silva G Max Christie PF Tobias Harris PG Cade Cunningham SF Devin Vassell SG Desmond Bane UTIL Nic Claxton,,,
6019,5087244244,BeckyBoots (4/20),0,263.5,C Nic Claxton F Ochai Agbaji G Christian Braun PF Danny Wolf PG Javon Small SF Jaylen Wells SG Desmond Bane UTIL Nikola Jokic,,,
6019,5087249471,Jamisonsdad1 (18/20),0,263.5,C Danny Wolf F Gregory Jackson G Jaylen Brown PF Paolo Banchero PG Andrew Nembhard SF Jaylen Wells SG Jahmai Mashack UTIL Olivier-Maxence Prosper,,,
6019,5087258887,Da3lynx (1/20),0,263.5,C Danny Wolf F Giannis Antetokounmpo G De'Aaron Fox PF Trendon Watford PG Cooper Flagg SF Josh Minott SG Desmond Bane UTIL Rayan Rupert,,,
6019,5087265437,themuf2023,0,263.5,C Luka Garza F Ryan Dunn G Kasparas Jakucionis PF Paolo Banchero PG Trae Young SF Desmond Bane SG Devin Booker UTIL Jaylen Wells,,,
6049,5086904777,theREVENGEkid (15/20),0,263.25,C Danny Wolf F Gregory Jackson G Javon Small PF Trendon Watford PG Davion Mitchell SF Rayan Rupert SG VJ Edgecombe UTIL Nikola Jokic,,,
6049,5086925292,steelersfandave,0,263.25,C Jalen Duren F Devin Vassell G Davion Mitchell PF Chet Holmgren PG Devin Booker SF Kyle Kuzma SG Keldon Johnson UTIL Wendell Carter Jr.,,,
6049,5086985540,dperry6969,0,263.25,C Jaylin Williams F Jalen Green G Nickeil Alexander-Walker PF Simone Fontecchio PG De'Aaron Fox SF Tristan da Silva SG Desmond Bane UTIL Cameron Payne,,,
6049,5086998663,ksd23 (9/20),0,263.25,C Olivier-Maxence Prosper F Jalen Johnson G Desmond Bane PF Gregory Jackson PG Javon Small SF Rayan Rupert SG Jahmai Mashack UTIL Payton Pritchard,,,
6049,5087043494,cesarandbetty,0,263.25,C Andre Drummond F Paolo Banchero G De'Aaron Fox PF Danny Wolf PG Javon Small SF Rayan Rupert SG Devin Booker UTIL Gregory Jackson,,,
6049,5087060027,BeerGoggleNews (14/20),0,263.25,C Nikola Jokic F Dominick Barlow G Cooper Flagg PF Trendon Watford PG Javon Small SF Rayan Rupert SG Jordan Goodwin UTIL Gregory Jackson,,,
6049,5087073212,leznets2424,0,263.25,C Olivier-Maxence Prosper F Paolo Banchero G Cooper Flagg PF Trendon Watford PG Javon Small SF Rayan Rupert SG Stephon Castle UTIL Kel'el Ware,,,
6049,5087083132,jaycen123 (7/20),0,263.25,C Wendell Carter Jr. F Gregory Jackson G Javon Small PF Trendon Watford PG Cade Cunningham SF Jaylen Brown SG Ethan Thompson UTIL Kel'el Ware,,,
6049,5087093749,thegunnard (2/4),0,263.25,C Nikola Jokic F Jaime Jaquez Jr. G Ajay Mitchell PF Simone Fontecchio PG Cameron Payne SF Tristan da Silva SG Kam Jones UTIL Nickeil Alexander-Walker,,,
6049,5087096747,Wanna_Square_Up1567 (15/20),0,263.25,C Olivier-Maxence Prosper F Jalen Johnson G Stephon Castle PF Trendon Watford PG Cooper Flagg SF Rayan Rupert SG Ethan Thompson UTIL Gregory Jackson,,,
6049,5087146000,ericcarl630 (5/8),0,263.25,C Alexandre Sarr F Rayan Rupert G Collin Gillespie PF Trendon Watford PG Javon Small SF Jalen Green SG Desmond Bane UTIL Ryan Rollins,,,
6049,5087157418,Ajclan323 (4/20),0,263.25,C Jay Huff F Jaime Jaquez Jr. G Pelle Larsson PF PJ Washington PG Javon Small SF Tristan da Silva SG CJ McCollum UTIL Paolo Banchero,,,
6049,5087161862,achellappa (10/20),0,263.25,C Kel'el Ware F Gregory Jackson G Devin Booker PF Trendon Watford PG Collin Gillespie SF Jaylen Wells SG Ethan Thompson UTIL Jaylen Brown,,,
6049,5087199557,kiwi65,0,263.25,C Nikola Jokic F Will Riley G Cameron Payne PF Royce O'Neale PG Javon Small SF Tristan da Silva SG Tre Johnson UTIL Jay Huff,,,
6049,5087200707,bk1977 (3/6),0,263.25,C Oso Ighodaro F Desmond Bane G Baylor Scheierman PF Julian Champagnie PG Collin Gillespie SF Cooper Flagg SG Devin Booker UTIL Kasparas Jakucionis,,,
6049,5087205104,bk1977 (5/6),0,263.25,C Oso Ighodaro F Desmond Bane G Baylor Scheierman PF Julian Champagnie PG Collin Gillespie SF Cooper Flagg SG Devin Booker UTIL Kasparas Jakucionis,,,
6049,5087232501,Thezman49,0,263.25,C Oso Ighodaro F Tristan da Silva G Tre Johnson PF Kyle Kuzma PG Devin Booker SF Cooper Flagg SG Nickeil Alexander-Walker UTIL Javon Small,,,
6049,5087245039,crad1928 (8/20),0,263.25,C Dominick Barlow F Danny Wolf G Javon Small PF Trendon Watford PG Cade Cunningham SF Rayan Rupert SG Jalen Green UTIL Jaylen Brown,,,
6049,5087245040,crad1928 (9/20),0,263.25,C Dominick Barlow F Danny Wolf G Javon Small PF Trendon Watford PG Cade Cunningham SF Rayan Rupert SG Jalen Green UTIL Jaylen Brown,,,
6049,5087248333,larsonbucky,0,263.25,C Jalen Duren F Trendon Watford G Ben Saraf PF Danny Wolf PG Javon Small SF Jabari Walker SG Desmond Bane UTIL Nikola Jokic,,,
6069,5086814722,mustangs2015 (6/20),0,263,C Danny Wolf F Gregory Jackson G Andrew Nembhard PF Noah Clowney PG Cade Cunningham SF Jaylen Wells SG Jalen Green UTIL Javon Small,,,
6069,5086857006,LA_Quake (1/2),0,263,C Nikola Jokic F Jonathan Kuminga G Javon Small PF Trendon Watford PG Collin Gillespie SF Tristan da Silva SG Cameron Payne UTIL Justin Champagnie,,,
6069,5086861567,scotty611 (2/2),0,263,C Nikola Jokic F Kyle Kuzma G Davion Mitchell PF Ron Harper Jr. PG Cam Thomas SF Keldon Johnson SG Dylan Harper UTIL Shai Gilgeous-Alexander,,,
6069,5086888160,goofybh207 (3/20),0,263,C Wendell Carter Jr. F Danny Wolf G De'Aaron Fox PF Trendon Watford PG Javon Small SF Cooper Flagg SG Naji Marshall UTIL Jamal Murray,,,
6069,5086935130,diamonddocs,0,263,C Wendell Carter Jr. F Danny Wolf G Andrew Nembhard PF Paolo Banchero PG Javon Small SF Kobe Brown SG Devin Booker UTIL Nic Claxton,,,
6069,5086943221,Elwaysarmy (13/20),0,263,C Kel'el Ware F Olivier-Maxence Prosper G Javon Small PF Paolo Banchero PG Ethan Thompson SF Justin Edwards SG CJ McCollum UTIL Jaylen Brown,,,
6069,5086950799,SoulChild (5/20),0,263,C Kel'el Ware F Danny Wolf G Javon Small PF Trendon Watford PG Devin Booker SF Jaime Jaquez Jr. SG Ethan Thompson UTIL Shai Gilgeous-Alexander,,,
6069,5086961566,Bcoop599 (5/6),0,263,C Alexandre Sarr F Tristan da Silva G Davion Mitchell PF Kyle Kuzma PG Javon Small SF Jarace Walker SG Desmond Bane UTIL Jalen Duren,,,
6069,5086988902,SteveAvery (19/20),0,263,C Danny Wolf F Gregory Jackson G Javon Small PF Trendon Watford PG Devin Booker SF Cooper Flagg SG Desmond Bane UTIL Olivier-Maxence Prosper,,,
6069,5086989788,jbusch69,0,263,C Jalen Duren F Bilal Coulibaly G Duncan Robinson PF Jalen Johnson PG Tre Johnson SF Will Riley SG Pelle Larsson UTIL Jarace Walker,,,
6069,5087047102,opatlion (15/20),0,263,C Olivier-Maxence Prosper F Danny Wolf G Javon Small PF Trendon Watford PG Cooper Flagg SF Desmond Bane SG Devin Booker UTIL Gregory Jackson,,,
6069,5087069405,Gunnes-2019 (10/20),0,263,C Olivier-Maxence Prosper F Tobias Harris G Payton Pritchard PF Jaylin Williams PG Nickeil Alexander-Walker SF Devin Vassell SG Stephon Castle UTIL De'Aaron Fox,,,
6069,5087138596,lifelongbuc (3/5),0,263,C Wendell Carter Jr. F Cooper Flagg G Duncan Robinson PF Paolo Banchero PG Ajay Mitchell SF Jaime Jaquez Jr. SG Dylan Harper UTIL Alexandre Sarr,,,
6069,5087142817,TeamPV (1/5),0,263,C Danny Wolf F Desmond Bane G Javon Small PF Gregory Jackson PG Collin Gillespie SF Jalen Green SG Naji Marshall UTIL De'Aaron Fox,,,
6069,5087146001,ericcarl630 (6/8),0,263,C Kel'el Ware F Pelle Larsson G Nickeil Alexander-Walker PF Danny Wolf PG Javon Small SF Ousmane Dieng SG Corey Kispert UTIL Nikola Jokic,,,
6069,5087165617,jetty76 (17/20),0,263,C Kel'el Ware F Gregory Jackson G Javon Small PF Paolo Banchero PG Ethan Thompson SF Cooper Flagg SG Jalen Green UTIL Olivier-Maxence Prosper,,,
6069,5087201944,Kinglee3807 (2/2),0,263,C Ivica Zubac F Tristan da Silva G Dylan Harper PF Cameron Johnson PG Nickeil Alexander-Walker SF Jalen Green SG Desmond Bane UTIL Collin Gillespie,,,
6069,5087212510,ForDJ,0,263,C Jalen Duren F Jaime Jaquez Jr. G Duncan Robinson PF PJ Washington PG Ajay Mitchell SF Desmond Bane SG Stephon Castle UTIL Nic Claxton,,,
6069,5087293939,eroc96 (1/3),0,263,C Danny Wolf F Jalen Johnson G Ben Saraf PF Paolo Banchero PG Javon Small SF Rayan Rupert SG Stephon Castle UTIL Trendon Watford,,,
6088,5086376304,JPLosman0711,0,262.75,C Wendell Carter Jr. F Dominick Barlow G Collin Gillespie PF Paolo Banchero PG Devin Booker SF Jabari Walker SG Desmond Bane UTIL Trendon Watford,,,
6088,5086775650,bizz2020 (8/20),0,262.75,C Danny Wolf F Desmond Bane G Nickeil Alexander-Walker PF Trendon Watford PG Javon Small SF Justin Edwards SG Jalen Green UTIL Bam Adebayo,,,
6088,5086848411,Zjustice819 (17/20),0,262.75,C Dominick Barlow F Jalen Johnson G Jaylen Brown PF Trendon Watford PG Jamal Murray SF Jabari Walker SG Keldon Johnson UTIL Ajay Mitchell,,,
6088,5086872068,Tarheels3 (6/20),0,262.75,C Jalen Duren F Giannis Antetokounmpo G Stephon Castle PF Trendon Watford PG Ethan Thompson SF Jabari Walker SG Desmond Bane UTIL Gregory Jackson,,,
6088,5086914377,ebplaya (7/20),0,262.75,C Danny Wolf F Noah Clowney G Desmond Bane PF Trendon Watford PG Devin Booker SF Jarace Walker SG Jalen Green UTIL Gregory Jackson,,,
6088,5086979880,ShankDog90 (8/20),0,262.75,C Bam Adebayo F Olivier-Maxence Prosper G Javon Small PF Trendon Watford PG Jalen Suggs SF Rayan Rupert SG Jaylen Brown UTIL Danny Wolf,,,
6088,5087010640,engelg (16/20),0,262.75,C Dominick Barlow F Danny Wolf G Payton Pritchard PF Trendon Watford PG Javon Small SF Rayan Rupert SG Jaylen Brown UTIL Shai Gilgeous-Alexander,,,
6088,5087016737,Gizmotastic (2/2),0,262.75,C Jaylin Williams F Gregory Jackson G Stephon Castle PF Chet Holmgren PG Javon Small SF Tristan da Silva SG Nickeil Alexander-Walker UTIL Trendon Watford,,,
6088,5087019532,baltimoretarheels (3/10),0,262.75,C Marvin Bagley III F Zaccharie Risacher G Ajay Mitchell PF Jalen Johnson PG Shai Gilgeous-Alexander SF Desmond Bane SG Ochai Agbaji UTIL Ronald Holland II,,,
6088,5087051520,Ryjo79 (2/8),0,262.75,C Nikola Jokic F Jalen Wilson G Javon Small PF Jaylin Williams PG De'Aaron Fox SF Rayan Rupert SG Payton Pritchard UTIL Julian Champagnie,,,
6088,5087065943,kevinbrad06 (10/20),0,262.75,C Daniel Gafford F Noah Clowney G Jaylen Brown PF Paolo Banchero PG Javon Small SF Rayan Rupert SG CJ McCollum UTIL Danny Wolf,,,
6088,5087095618,AlbertJerngan123 (12/18),0,262.75,C Jalen Duren F Jalen Green G Devin Booker PF Paolo Banchero PG Collin Gillespie SF Caleb Martin SG Corey Kispert UTIL Kevin Huerter,,,
6088,5087134171,Italiano76 (4/7),0,262.75,C Jalen Duren F Rayan Rupert G Davion Mitchell PF Tristan da Silva PG Terance Mann SF Cooper Flagg SG CJ McCollum UTIL Jaylen Brown,,,
6088,5087153438,jjsaldan (3/3),0,262.75,C Nikola Jokic F Noah Clowney G Ajay Mitchell PF Will Riley PG De'Aaron Fox SF Kyle Kuzma SG Isaiah Joe UTIL Wendell Carter Jr.,,,
6088,5087166579,SkipMcCarthy (19/20),0,262.75,C Marvin Bagley III F Danny Wolf G Cam Spencer PF Gregory Jackson PG Javon Small SF Rayan Rupert SG Desmond Bane UTIL Nikola Jokic,,,
6088,5087187900,hopscotch333 (18/20),0,262.75,C Olivier-Maxence Prosper F Julian Champagnie G De'Aaron Fox PF Giannis Antetokounmpo PG Javon Small SF Rayan Rupert SG Nickeil Alexander-Walker UTIL Gregory Jackson,,,
6088,5087194205,Flawlessjoc (12/20),0,262.75,C Danny Wolf F PJ Washington G Jaylen Brown PF Trendon Watford PG Javon Small SF Rayan Rupert SG Max Christie UTIL Shai Gilgeous-Alexander,,,
6088,5087205967,fronald80 (1/4),0,262.75,C Nikola Jokic F Danny Wolf G Cam Spencer PF Gregory Jackson PG Javon Small SF Rayan Rupert SG Desmond Bane UTIL Marvin Bagley III,,,
6088,5087208725,bigbadaboom19,0,262.75,C Nikola Jokic F Cooper Flagg G Ben Saraf PF Danny Wolf PG Javon Small SF Rayan Rupert SG CJ McCollum UTIL Marvin Bagley III,,,
6088,5087244243,BeckyBoots (3/20),0,262.75,C Nic Claxton F Danny Wolf G Cameron Payne PF Giannis Antetokounmpo PG Javon Small SF Tristan da Silva SG Desmond Bane UTIL Jaylen Wells,,,
6088,5087251198,az350z (5/20),0,262.75,C Bam Adebayo F Olivier-Maxence Prosper G De'Aaron Fox PF Danny Wolf PG Javon Small SF Rayan Rupert SG Desmond Bane UTIL Gregory Jackson,,,
6088,5087254718,2BCN (6/12),0,262.75,C Alexandre Sarr F Devin Vassell G Naji Marshall PF Gregory Jackson PG Shai Gilgeous-Alexander SF Jaylen Wells SG Brandon Williams UTIL Micah Potter,,,
6110,5086546654,bl3rf (2/10),0,262.5,C Danny Wolf F Gregory Jackson G Cooper Flagg PF Trendon Watford PG Javon Small SF Zaccharie Risacher SG Isaiah Joe UTIL Nikola Jokic,,,
6110,5086821888,FlyBoysGangGreen (13/20),0,262.5,C Jalen Duren F Jaylen Wells G De'Aaron Fox PF PJ Washington PG Jalen Suggs SF Jonathan Kuminga SG Payton Pritchard UTIL Ajay Mitchell,,,
6110,5086854657,Danny_9114 (20/20),0,262.5,C Nikola Jokic F Gregory Jackson G Javon Small PF Trendon Watford PG Cade Cunningham SF Kobe Brown SG Ethan Thompson UTIL Rayan Rupert,,,
6110,5086858297,bglover14 (4/20),0,262.5,C Danny Wolf F Gregory Jackson G Payton Pritchard PF Trendon Watford PG Ethan Thompson SF Jalen Green SG Desmond Bane UTIL Shai Gilgeous-Alexander,,,
6110,5086909308,pink_ladyboy,0,262.5,C Wendell Carter Jr. F Paolo Banchero G Marcus Sasser PF Jalen Johnson PG Javon Small SF Julian Champagnie SG CJ McCollum UTIL Justin Edwards,,,
6110,5086954157,treyb12 (11/20),0,262.5,C Olivier-Maxence Prosper F Kobe Brown G Javon Small PF Trendon Watford PG Collin Gillespie SF Desmond Bane SG Jahmai Mashack UTIL Nikola Jokic,,,
6110,5087048258,npal09 (3/20),0,262.5,C Daniel Gafford F Danny Wolf G Cooper Flagg PF Trendon Watford PG Javon Small SF Rayan Rupert SG Isaiah Joe UTIL Nikola Jokic,,,
6110,5087098648,sigmalevar (7/20),0,262.5,C Olivier-Maxence Prosper F Gregory Jackson G Jahmai Mashack PF Trendon Watford PG Javon Small SF Jarace Walker SG Naji Marshall UTIL Nikola Jokic,,,
6110,5087115704,early325 (15/20),0,262.5,C Jalen Duren F Gregory Jackson G Javon Small PF Jalen Johnson PG Kasparas Jakucionis SF Jaime Jaquez Jr. SG Jahmai Mashack UTIL Olivier-Maxence Prosper,,,
6110,5087145628,Stree (3/20),0,262.5,C Olivier-Maxence Prosper F Trendon Watford G VJ Edgecombe PF Dominick Barlow PG Javon Small SF Desmond Bane SG Ethan Thompson UTIL Nikola Jokic,,,
6110,5087162024,deez516 (16/20),0,262.5,C Danny Wolf F Jaylen Wells G Jamal Murray PF Olivier-Maxence Prosper PG Collin Gillespie SF Jahmai Mashack SG Kam Jones UTIL Shai Gilgeous-Alexander,,,
6110,5087184282,Koolaid725 (20/20),0,262.5,C Luke Kornet F PJ Washington G Kevin Porter Jr. PF Paolo Banchero PG De'Aaron Fox SF Jalen Green SG Dylan Harper UTIL Devin Vassell,,,
6110,5087205546,aylsg (1/3),0,262.5,C Nikola Jokic F Ron Harper Jr. G Cooper Flagg PF Gregory Jackson PG Javon Small SF Jaylen Wells SG Naji Marshall UTIL Luke Kornet,,,
6110,5087215880,rotty1977,0,262.5,C Jalen Duren F Trendon Watford G Javon Small PF Tristan da Silva PG Ajay Mitchell SF Ousmane Dieng SG Devin Booker UTIL Paolo Banchero,,,
6110,5087247437,My_sons (12/20),0,262.5,C Kel'el Ware F Jalen Johnson G De'Aaron Fox PF Trendon Watford PG Javon Small SF Justin Edwards SG Ethan Thompson UTIL Bam Adebayo,,,
6110,5087258846,Nitt.butt (18/20),0,262.5,C Bam Adebayo F Gregory Jackson G Dylan Harper PF PJ Washington PG Jalen Suggs SF Pelle Larsson SG Nickeil Alexander-Walker UTIL Kam Jones,,,
6126,5086904980,brock196 (5/8),0,262.25,C Jaylin Williams F Simone Fontecchio G Jalen Green PF Kyle Kuzma PG Devin Booker SF Devin Vassell SG Nickeil Alexander-Walker UTIL De'Aaron Fox,,,
6126,5086911546,timekid,0,262.25,C Neemias Queta F Micah Potter G Stephon Castle PF Will Riley PG Javon Small SF Cooper Flagg SG Devin Booker UTIL Luka Garza,,,
6126,5086958508,waitandsee4 (18/20),0,262.25,C Kel'el Ware F Danny Wolf G Javon Small PF Myron Gardner PG Cameron Payne SF Kobe Brown SG Jalen Green UTIL Nikola Jokic,,,
6126,5087005659,davonte2by4,0,262.25,C Nikola Jokic F Jaime Jaquez Jr. G Javon Small PF Jabari Walker PG Ben Saraf SF Jonathan Kuminga SG Desmond Bane UTIL Rayan Rupert,,,
6126,5087011316,kacktrey7 (1/20),0,262.25,C Olivier-Maxence Prosper F Gregory Jackson G Jahmai Mashack PF Danny Wolf PG Javon Small SF Will Riley SG Naji Marshall UTIL Nikola Jokic,,,
6126,5087027439,koopa024,0,262.25,C Wendell Carter Jr. F Royce O'Neale G Pelle Larsson PF Olivier-Maxence Prosper PG Cade Cunningham SF Jaime Jaquez Jr. SG Brandon Williams UTIL Neemias Queta,,,
6126,5087035019,ttillie (19/20),0,262.25,C Olivier-Maxence Prosper F Trendon Watford G Kasparas Jakucionis PF Dominick Barlow PG Cade Cunningham SF Cooper Flagg SG Stephon Castle UTIL Gregory Jackson,,,
6126,5087043298,GreenTailShiner (17/20),0,262.25,C Danny Wolf F Noah Clowney G Cade Cunningham PF Trendon Watford PG Ethan Thompson SF Jaylen Brown SG Devin Booker UTIL Kasparas Jakucionis,,,
6126,5087060026,BeerGoggleNews (13/20),0,262.25,C Nic Claxton F Cooper Flagg G Dylan Harper PF Danny Wolf PG Javon Small SF Rayan Rupert SG Kam Jones UTIL Nikola Jokic,,,
6126,5087080500,bubblesbx (1/4),0,262.25,C Marvin Bagley III F Trendon Watford G Javon Small PF Danny Wolf PG De'Aaron Fox SF Cooper Flagg SG Dylan Harper UTIL Shai Gilgeous-Alexander,,,
6126,5087080538,jclora (17/20),0,262.25,C Alexandre Sarr F Sam Hauser G Tre Johnson PF Tristan da Silva PG Collin Gillespie SF Desmond Bane SG Jalen Green UTIL Jalen Duren,,,
6126,5087096990,playboi_956,0,262.25,C Nikola Jokic F Trendon Watford G Javon Small PF Danny Wolf PG Payton Pritchard SF Kobe Brown SG Jalen Green UTIL Nic Claxton,,,
6126,5087129237,y2kFrog (13/20),0,262.25,C Danny Wolf F Olivier-Maxence Prosper G Jaylen Brown PF Dominick Barlow PG Andrew Nembhard SF Jaylen Wells SG Desmond Bane UTIL Jalen Duren,,,
6126,5087158677,SkipMcCarthy (15/20),0,262.25,C Danny Wolf F Desmond Bane G Kam Jones PF Trendon Watford PG Javon Small SF Rayan Rupert SG Devin Booker UTIL Jalen Johnson,,,
6126,5087196735,seth37iso (18/20),0,262.25,C Wendell Carter Jr. F Olivier-Maxence Prosper G Cooper Flagg PF Trendon Watford PG Andrew Nembhard SF Rayan Rupert SG Jalen Green UTIL Bam Adebayo,,,
6126,5087205596,aylsg (3/3),0,262.25,C Marvin Bagley III F Trendon Watford G Cooper Flagg PF Paolo Banchero PG Javon Small SF Rayan Rupert SG Stephon Castle UTIL Gregory Jackson,,,
6126,5087254892,mopill (4/4),0,262.25,C Nikola Jokic F Isaiah Stewart G Kevin Huerter PF Aaron Wiggins PG Cade Cunningham SF Keldon Johnson SG Dylan Harper UTIL Myles Turner,,,
6126,5087265409,dallas1shun (1/20),0,262.25,C Marvin Bagley III F Cooper Flagg G Shai Gilgeous-Alexander PF Julian Champagnie PG Javon Small SF Jaylen Wells SG Payton Pritchard UTIL Rayan Rupert,,,
6126,5087265851,TheFH (10/14),0,262.25,C Kel'el Ware F Gregory Jackson G Javon Small PF Trendon Watford PG CJ McCollum SF Rayan Rupert SG Jalen Green UTIL Jaylen Brown,,,
6145,5086773275,stock2mail (20/20),0,262,C Olivier-Maxence Prosper F PJ Washington G Cade Cunningham PF Trendon Watford PG Andrew Nembhard SF Jaylen Wells SG Jaylen Brown UTIL Kasparas Jakucionis,,,
6145,5086893226,sportsfanatic89 (15/20),0,262,C Danny Wolf F Gregory Jackson G Javon Small PF Dominick Barlow PG Collin Gillespie SF Rayan Rupert SG Naji Marshall UTIL Nikola Jokic,,,
6145,5086948036,brianbrandon71 (6/20),0,262,C Danny Wolf F Paolo Banchero G Ajay Mitchell PF Trendon Watford PG Javon Small SF Rayan Rupert SG Tre Johnson UTIL Nikola Jokic,,,
6145,5086954161,treyb12 (15/20),0,262,C Onyeka Okongwu F Danny Wolf G Jalen Suggs PF Will Riley PG Devin Booker SF Jabari Walker SG Payton Pritchard UTIL Gregory Jackson,,,
6145,5086970938,Beezy269 (2/20),0,262,C Danny Wolf F Gregory Jackson G Ben Saraf PF Olivier-Maxence Prosper PG Davion Mitchell SF Jarace Walker SG Payton Pritchard UTIL Nikola Jokic,,,
6145,5086974473,Keroppi613 (15/20),0,262,C Danny Wolf F Gregory Jackson G Javon Small PF Jalen Johnson PG CJ McCollum SF Rayan Rupert SG Ethan Thompson UTIL Jaylen Brown,,,
6145,5087017561,booradley5 (4/20),0,262,C Bam Adebayo F Danny Wolf G Jalen Green PF Jalen Johnson PG Javon Small SF Rayan Rupert SG Ethan Thompson UTIL Marvin Bagley III,,,
6145,5087065945,kevinbrad06 (12/20),0,262,C Daniel Gafford F Paolo Banchero G Javon Small PF Danny Wolf PG Cade Cunningham SF Rayan Rupert SG Max Christie UTIL Taylor Hendricks,,,
6145,5087088252,replacements64 (1/3),0,262,C Nikola Jokic F Trendon Watford G Cooper Flagg PF Danny Wolf PG Ethan Thompson SF Jonathan Kuminga SG Stephon Castle UTIL Kobe Brown,,,
6145,5087094829,mavngoose (14/20),0,262,C Ivica Zubac F Olivier-Maxence Prosper G Javon Small PF Paolo Banchero PG Jalen Suggs SF Desmond Bane SG Jahmai Mashack UTIL Rayan Rupert,,,
6145,5087105987,antp (7/20),0,262,C Danny Wolf F Olivier-Maxence Prosper G De'Aaron Fox PF Trendon Watford PG Javon Small SF Jaylen Brown SG Desmond Bane UTIL Payton Pritchard,,,
6145,5087107689,LGsmurf (1/4),0,262,C Nikola Jokic F Royce O'Neale G Daniss Jenkins PF Trendon Watford PG Dylan Harper SF Jaime Jaquez Jr. SG Tre Johnson UTIL Devin Booker,,,
6145,5087115701,early325 (12/20),0,262,C Nikola Jokic F Jaime Jaquez Jr. G Javon Small PF Trendon Watford PG Jevon Carter SF Jabari Walker SG Ethan Thompson UTIL Jalen Johnson,,,
6145,5087127216,donkyshark (6/8),0,262,C Nikola Jokic F Jaime Jaquez Jr. G Ryan Rollins PF Trendon Watford PG Ethan Thompson SF Jabari Walker SG Payton Pritchard UTIL Javon Small,,,
6145,5087135188,ravon31 (5/7),0,262,C Jalen Duren F Desmond Bane G Tre Johnson PF Tristan da Silva PG Cade Cunningham SF Rayan Rupert SG Julian Strawther UTIL Wendell Carter Jr.,,,
6145,5087140640,ccc0017 (18/20),0,262,C Jalen Duren F Gregory Jackson G De'Aaron Fox PF Jalen Johnson PG Javon Small SF Leaky Black SG Kam Jones UTIL Rayan Rupert,,,
6145,5087154720,Da860BULLY (2/2),0,262,C Dominick Barlow F Jaime Jaquez Jr. G Collin Gillespie PF Tristan da Silva PG De'Aaron Fox SF Will Riley SG Jaylen Brown UTIL Andrew Nembhard,,,
6145,5087164851,ByronCenter (4/4),0,262,C Danny Wolf F Jalen Green G Kam Jones PF Tristan da Silva PG Cade Cunningham SF Rayan Rupert SG CJ McCollum UTIL Desmond Bane,,,
