Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
5,5083149455,Artrell59 (18/20),0,327.25,C Jalen Duren F Giannis Antetokounmpo G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Jaylin Williams,,Adem Bona,C,10.84%,18.75
20,5082771326,Extraqtt (10/20),0,325.5,C Isaiah Jackson F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Michael Porter Jr. SG Kelly Oubre Jr. UTIL Tyrese Maxey,,Kawhi Leonard,SF,10.70%,41.25
21,5082663660,Danny_9114 (18/20),0,324.5,C Jaylin Williams F Bennedict Mathurin G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Kelly Oubre Jr. SG Quentin Grimes UTIL Giannis Antetokounmpo,,Dyson Daniels,SG,10.37%,35.75
21,5082988455,bhays9,0,324.5,C Jaylin Williams F Giannis Antetokounmpo G Marcus Sasser PF Jalen Johnson PG Daniss Jenkins SF Kelly Oubre Jr. SG Quentin Grimes UTIL Bennedict Mathurin,,Giannis Antetokounmpo,PF,9.63%,57.25
23,5082698500,Minlaian1000 (6/20),0,323,C Isaiah Jackson F Jaylin Williams G Tyrese Maxey PF Jalen Johnson PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Ryan Rollins,,Marcus Sasser,G,9.49%,27.75
23,5083175508,WaveyJones18 (12/20),0,323,C Isaiah Jackson F Jalen Johnson G Tyrese Maxey PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Ryan Rollins,,Brook Lopez,C,9.01%,5.25
25,5082621712,tbjones2121 (15/20),0,322.5,C Jaylin Williams F Ousmane Dieng G Tyrese Maxey PF Giannis Antetokounmpo PG Daniss Jenkins SF Michael Porter Jr. SG Quentin Grimes UTIL Marcus Sasser,,Aaron Wiggins,F,8.90%,22.5
25,5082937081,kreller17 (19/20),0,322.5,C Jaylin Williams F Ousmane Dieng G Marcus Sasser PF Giannis Antetokounmpo PG Daniss Jenkins SF Michael Porter Jr. SG Quentin Grimes UTIL Tyrese Maxey,,Keyonte George,G,7.12%,31.5
25,5083009652,gredow1979 (12/20),0,322.5,C Jaylin Williams F Ousmane Dieng G Marcus Sasser PF Giannis Antetokounmpo PG Tyrese Maxey SF Michael Porter Jr. SG Quentin Grimes UTIL Daniss Jenkins,,Brandin Podziemski,SG,7.09%,38.5
25,5083059432,Wanna_Square_Up1567 (14/20),0,322.5,C Jaylin Williams F Ousmane Dieng G Daniss Jenkins PF Giannis Antetokounmpo PG Marcus Sasser SF Michael Porter Jr. SG Quentin Grimes UTIL Tyrese Maxey,,Michael Porter Jr.,SF,7.08%,55.75
29,5082530083,pacman214 (1/2),0,322,C Jaylin Williams F Gui Santos G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Kelly Oubre Jr. SG Quentin Grimes UTIL Tyrese Maxey,,Shai Gilgeous-Alexander,PG,6.83%,43.25
29,5082615532,TheDingoDude (4/20),0,322,C Jaylin Williams F Gui Santos G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Kelly Oubre Jr. SG Quentin Grimes UTIL Tyrese Maxey,,Onyeka Okongwu,C,6.70%,29
29,5082909144,bizz2020 (4/20),0,322,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Tobias Harris PG Daniss Jenkins SF Kelly Oubre Jr. SG Quentin Grimes UTIL Ryan Rollins,,Marcus Sasser,UTIL,6.67%,27.75
29,5083015758,aquafinatim (11/20),0,322,C Jalen Duren F Jalen Johnson G Daniss Jenkins PF Tobias Harris PG Marcus Sasser SF Kelly Oubre Jr. SG Quentin Grimes UTIL Ryan Rollins,,Ousmane Dieng,F,6.64%,35
33,5082824142,kacktrey7 (8/20),0,321.25,C Jalen Duren F Ousmane Dieng G Daniss Jenkins PF Jalen Johnson PG Quentin Grimes SF Dyson Daniels SG Isaiah Joe UTIL Ryan Rollins,,Jaylin Williams,UTIL,6.60%,31
34,5082764249,henry296 (12/20),0,321,C Jalen Duren F Giannis Antetokounmpo G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG CJ McCollum UTIL Isaiah Jackson,,Ryan Rollins,G,6.52%,45.75
35,5082690757,korhashamo (5/20),0,320.75,C Jaylin Williams F Giannis Antetokounmpo G Marcus Sasser PF Jalen Johnson PG Daniss Jenkins SF Kelly Oubre Jr. SG Dyson Daniels UTIL Quentin Grimes,,Kawhi Leonard,F,6.48%,41.25
35,5082970759,ADtheDraftQueen (5/20),0,320.75,C Isaiah Jackson F Jaylin Williams G Quentin Grimes PF Draymond Green PG Tyrese Maxey SF Ousmane Dieng SG Kelly Oubre Jr. UTIL Jalen Johnson,,Ryan Rollins,PG,6.25%,45.75
35,5083083092,ChocoBliss (7/20),0,320.75,C Jaylin Williams F Giannis Antetokounmpo G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Dyson Daniels SG Kelly Oubre Jr. UTIL Quentin Grimes,,Ryan Rollins,UTIL,6.13%,45.75
35,5083149447,Artrell59 (10/20),0,320.75,C Jaylin Williams F Dyson Daniels G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Kelly Oubre Jr. SG Quentin Grimes UTIL Giannis Antetokounmpo,,Keyonte George,PG,6.10%,31.5
39,5082837979,bbehnke20 (1/20),0,320.5,C Jaylin Williams F Gui Santos G Ty Jerome PF Giannis Antetokounmpo PG Marcus Sasser SF Kawhi Leonard SG Quentin Grimes UTIL Ousmane Dieng,,Tyrese Maxey,UTIL,6.04%,48
40,5082891271,HockeyCardsPlus (16/20),0,320.25,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Bennedict Mathurin SG Quentin Grimes UTIL Ryan Rollins,,Shai Gilgeous-Alexander,G,6.03%,43.25
41,5082913116,stephenjameel (4/19),0,319.5,C Isaiah Jackson F Giannis Antetokounmpo G Ryan Rollins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Dyson Daniels UTIL Aaron Wiggins,,Noah Clowney,PF,5.54%,24.25
42,5082764238,henry296 (1/20),0,318.5,C Jalen Duren F Giannis Antetokounmpo G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Kelly Oubre Jr. UTIL Aaron Wiggins,,Tobias Harris,PF,5.42%,33
43,5082666700,sportsfanatic89 (5/20),0,318,C Jalen Duren F Jaylin Williams G Tyrese Maxey PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Daniss Jenkins,,Jalen Johnson,F,5.42%,62
43,5082694925,sosamightygg22 (7/20),0,318,C Jalen Duren F Jaylin Williams G Tyrese Maxey PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Daniss Jenkins,,Ace Bailey,SF,5.38%,23
43,5082703145,Navid841801 (2/20),0,318,C Jalen Duren F Jaylin Williams G Marcus Sasser PF Jalen Johnson PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Ronald Holland II,PF,5.30%,7.5
43,5082709216,allyoucanbe (1/2),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Caris LeVert,SG,5.20%,17
43,5082730709,timmort2,0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,CJ McCollum,SG,4.85%,30.75
43,5082812759,oltjpack (15/20),0,318,C Jalen Duren F Draymond Green G Marcus Sasser PF Jalen Johnson PG Daniss Jenkins SF Dyson Daniels SG Quentin Grimes UTIL Ryan Rollins,,Giannis Antetokounmpo,F,4.67%,57.25
43,5082837986,bbehnke20 (8/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Nic Claxton,C,4.54%,22.5
43,5082850956,mertqq40 (3/5),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Tyrese Maxey SF Ousmane Dieng SG Quentin Grimes UTIL Marcus Sasser,,Daniss Jenkins,UTIL,4.46%,28.25
43,5082852455,Mikeypo2017 (1/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Oscar Tshiebwe,C,4.37%,13.75
43,5082852456,Mikeypo2017 (2/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Isaiah Jackson,C,4.28%,33.5
43,5082852457,Mikeypo2017 (3/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Aaron Wiggins,PF,3.55%,22.5
43,5082852458,Mikeypo2017 (4/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Kyle Kuzma,SF,3.50%,29.5
43,5082852459,Mikeypo2017 (5/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Kelly Oubre Jr.,F,3.46%,39.25
43,5082852460,Mikeypo2017 (6/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Keyonte George,UTIL,3.45%,31.5
43,5082852461,Mikeypo2017 (7/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Jabari Walker,SF,3.43%,18.25
43,5082852462,Mikeypo2017 (8/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Mo Bamba,C,3.32%,0
43,5082852463,Mikeypo2017 (9/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Aaron Wiggins,UTIL,3.28%,22.5
43,5082852464,Mikeypo2017 (10/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Duncan Robinson,SG,3.13%,22.5
43,5082852465,Mikeypo2017 (11/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Al Horford,C,2.92%,17.75
43,5082852466,Mikeypo2017 (12/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Brandin Podziemski,UTIL,2.90%,38.5
43,5082852467,Mikeypo2017 (13/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Quentin Grimes,G,2.89%,39.5
43,5082852468,Mikeypo2017 (14/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Ty Jerome,G,2.85%,42.5
43,5082852469,Mikeypo2017 (15/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Isaiah Joe,SG,2.79%,28.5
43,5082852470,Mikeypo2017 (16/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Dyson Daniels,F,2.76%,35.75
43,5082852471,Mikeypo2017 (17/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Kyle Filipowski,PF,2.73%,43.75
43,5082852472,Mikeypo2017 (18/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Ace Bailey,F,2.62%,23
43,5082852473,Mikeypo2017 (19/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Noah Clowney,F,2.61%,24.25
43,5082852474,Mikeypo2017 (20/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Bobby Portis,C,2.57%,18
43,5082874328,AMayberry23 (7/20),0,318,C Jalen Duren F Jaylin Williams G Tyrese Maxey PF Jalen Johnson PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Marcus Sasser,,Al Horford,PF,2.52%,17.75
43,5082935036,babbs135 (1/5),0,318,C Jalen Duren F Kyle Filipowski G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Michael Porter Jr. SG Kelly Oubre Jr. UTIL Ryan Rollins,,Gui Santos,PF,2.43%,46.25
43,5082944546,Bdubb540 (14/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Tobias Harris,F,2.37%,33
43,5083061874,Ezilodi (4/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Tyrese Maxey SF Ousmane Dieng SG Quentin Grimes UTIL Marcus Sasser,,Gui Santos,F,2.35%,46.25
43,5083087074,GeauxTigers27 (1/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Jaylen Wells,SF,2.34%,11.25
43,5083087075,GeauxTigers27 (2/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Ronald Holland II,F,2.34%,7.5
43,5083087076,GeauxTigers27 (3/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Ty Jerome,PG,2.31%,42.5
43,5083087077,GeauxTigers27 (4/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Jared McCain,SG,2.26%,14.5
43,5083087078,GeauxTigers27 (5/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Kawhi Leonard,G,2.14%,41.25
43,5083087079,GeauxTigers27 (6/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Derrick Jones Jr.,SF,2.13%,24.5
43,5083087080,GeauxTigers27 (7/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Brook Lopez,UTIL,2.12%,5.25
43,5083087081,GeauxTigers27 (8/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Zaccharie Risacher,SF,2.10%,24.5
43,5083087082,GeauxTigers27 (9/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Walter Clayton Jr.,SG,2.07%,11.5
43,5083087083,GeauxTigers27 (10/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Al Horford,F,2.05%,17.75
43,5083087084,GeauxTigers27 (11/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Quentin Grimes,PG,2.05%,39.5
43,5083087085,GeauxTigers27 (12/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Cason Wallace,SF,2.05%,19
43,5083087086,GeauxTigers27 (13/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Nickeil Alexander-Walker,SG,2.03%,37.5
43,5083087087,GeauxTigers27 (14/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Gregory Jackson,PF,2.03%,27.75
43,5083087088,GeauxTigers27 (15/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Brandin Podziemski,G,1.99%,38.5
43,5083087089,GeauxTigers27 (16/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Isaiah Stewart,C,1.95%,15.5
43,5083087090,GeauxTigers27 (17/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Bobby Portis,PF,1.92%,18
43,5083087091,GeauxTigers27 (18/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Kyle Filipowski,C,1.84%,43.75
43,5083087092,GeauxTigers27 (19/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,CJ McCollum,PG,1.84%,30.75
43,5083087093,GeauxTigers27 (20/20),0,318,C Jalen Duren F Jalen Johnson G Marcus Sasser PF Jaylin Williams PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Dyson Daniels,G,1.82%,35.75
43,5083089254,ChocoBliss (18/20),0,318,C Jalen Duren F Jaylin Williams G Tyrese Maxey PF Jalen Johnson PG Daniss Jenkins SF Ousmane Dieng SG Quentin Grimes UTIL Marcus Sasser,,Cam Thomas,SG,1.82%,3.5
43,5083121840,jzelnick1 (1/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Bennedict Mathurin,SF,1.82%,39.5
43,5083121841,jzelnick1 (2/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Jalen Duren,UTIL,1.75%,46.5
43,5083121842,jzelnick1 (3/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Ty Jerome,UTIL,1.74%,42.5
43,5083121843,jzelnick1 (4/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Draymond Green,PF,1.68%,32.5
43,5083121844,jzelnick1 (5/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Cam Spencer,SF,1.67%,22.75
43,5083121845,jzelnick1 (6/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Luguentz Dort,SG,1.65%,19.75
43,5083121846,jzelnick1 (7/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Michael Porter Jr.,F,1.65%,55.75
43,5083121847,jzelnick1 (8/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Draymond Green,C,1.63%,32.5
43,5083121848,jzelnick1 (9/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Myles Turner,C,1.63%,16.25
43,5083121849,jzelnick1 (10/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Bennedict Mathurin,SG,1.61%,39.5
43,5083121850,jzelnick1 (11/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Cody Williams,SG,1.60%,35.25
43,5083121851,jzelnick1 (12/20),0,318,C Jalen Duren F Jaylin Williams G Daniss Jenkins PF Jalen Johnson PG Marcus Sasser SF Ousmane Dieng SG Quentin Grimes UTIL Tyrese Maxey,,Jabari Walker,F,1.56%,18.25
